"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 33 17 31 13 100 5.45
"2" "kukd" 250 0 0 1 NA 115 22 118 20 100 2.17
"3" "kuku" 1096 0 0 1 NA 545 38 540 37 100 2.01
"4" "pkd" 604 0 0 1 NA 247 26 248 22 100 2.45
"5" "pku" 1185 0 0 1 NA 668 38 668 33 100 1.77
"6" "pp" 12534 0 0 1 NA 2349 71 2356 67 100 5.34
"7" "tdkd" 44 0.1 NA 0.92 NA 29 12 27 12 100 1.52
"8" "tdku" 35 0 0 1 NA 14 5 14 4 100 2.5
"9" "tdp" 703 0 0 1 NA 266 24 266 19 100 2.64
"10" "tdtd" 142 0.01 NA 0.99 NA 59 26 53 25 100 2.41
"11" "tukd" 49 0.37 NA 0.67 NA 45 9 45 9 100 1.09
"12" "tuku" 0 1 NA 0.55 NA 1 1 0 0 100 0
"13" "tup" 235 0.02 NA 0.98 NA 190 20 188 21 100 1.24
"14" "tutd" 48 0.2 NA 0.82 NA 40 10 40 7 100 1.2
"15" "tutu" 1805 0 0 1 NA 1079 57 1081 59 100 1.67
