"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 39 16 36 14 100 4.77
"2" "kukd" 314 0 0 1 NA 153 24 156 20 100 2.05
"3" "kuku" 1399 0 0 1 NA 733 46 728 39 100 1.91
"4" "pkd" 734 0 0 1 NA 322 22 322 23 100 2.28
"5" "pku" 1514 0 0 1 NA 913 50 911 53 100 1.66
"6" "pp" 14281 0 0 1 NA 3162 81 3155 84 100 4.52
"7" "tdkd" 73 0.05 NA 0.95 NA 39 16 37 13 100 1.87
"8" "tdku" 46 0 0 1 NA 22 6 22 6 100 2.09
"9" "tdp" 861 0 0 1 NA 386 27 386 22 100 2.23
"10" "tdtd" 168 0.03 NA 0.97 NA 96 32 93 35 100 1.75
"11" "tukd" 63 0.51 NA 0.52 NA 64 12 63 12 100 0.98
"12" "tuku" 1 0.4 NA 0.86 NA 1 1 0 0 100 1
"13" "tup" 316 0.01 NA 0.99 NA 254 28 258 19 100 1.24
"14" "tutd" 61 0.48 NA 0.57 NA 61 13 60 13 100 1
"15" "tutu" 2400 0 0 1 NA 1551 58 1554 65 100 1.55
