"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 13 8 11 7 100 10.38
"2" "kukd" 126 0 0 1 NA 37 10 37 10 100 3.41
"3" "kuku" 489 0 0 1 NA 163 14 160 15 100 3
"4" "pkd" 291 0 0 1 NA 83 13 82 13 100 3.51
"5" "pku" 530 0 0 1 NA 200 28 201 21 100 2.65
"6" "pp" 7762 0 0 1 NA 753 33 752 33 100 10.31
"7" "tdkd" 11 0.21 NA 0.83 NA 7 6 5 4 100 1.57
"8" "tdku" 13 0 0 1 NA 4 3 3 3 100 3.25
"9" "tdp" 450 0 0 1 NA 69 12 68 10 100 6.52
"10" "tdtd" 98 0 0 1 NA 12 11 8 7 100 8.17
"11" "tukd" 15 0.45 NA 0.65 NA 13 5 14 4 100 1.15
"12" "tuku" 0 1 NA 0.83 NA 0 0 0 0 100 NA
"13" "tup" 75 0 0 1 NA 53 9 53 7 100 1.42
"14" "tutd" 13 0.17 NA 0.87 NA 10 3 10 3 100 1.3
"15" "tutu" 636 0 0 1 NA 301 22 301 22 100 2.11
