"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 25 40 20 20 NA NA
"ku" "kd" 214 3 26 8 NA NA
"ku" "ku" 1136 14 15 14 4 2
"p" "kd" 494 12 18 20 NA NA
"p" "ku" 1557 7 7 18 3 3
"p" "p" 5292 5 8 151 2 1
"td" "kd" 62 NA 3 NA NA NA
"td" "ku" 25 NA NA NA 1 NA
"td" "p" 660 NA 3 4 21 NA
"td" "td" 106 NA NA NA 16 1
"tu" "kd" 100 NA 4 3 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 516 1 NA 7 NA NA
"tu" "td" 112 NA NA NA NA 7
"tu" "tu" 3024 NA 3 8 2 4
"kd" "kd" 54 5 1 NA NA NA
"ku" "kd" 182 NA 19 6 NA NA
"ku" "ku" 1162 7 9 12 2 3
"p" "kd" 518 NA 18 8 NA NA
"p" "ku" 1475 3 3 27 NA 2
"p" "p" 5279 10 6 120 2 1
"td" "kd" 49 NA 2 NA NA NA
"td" "ku" 43 NA NA NA NA NA
"td" "p" 662 NA 1 1 16 1
"td" "td" 178 NA NA NA 4 5
"tu" "kd" 119 NA 4 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 505 NA 2 5 NA NA
"tu" "td" 142 NA NA NA NA 4
"tu" "tu" 3283 NA 1 13 NA 3
"kd" "kd" 50 13 17 10 NA NA
"ku" "kd" 213 5 25 8 NA NA
"ku" "ku" 1203 6 10 12 NA 1
"p" "kd" 455 9 25 12 NA NA
"p" "ku" 1542 7 5 11 1 1
"p" "p" 5361 4 5 122 5 NA
"td" "kd" 81 NA 5 6 2 NA
"td" "ku" 25 NA NA NA 1 NA
"td" "p" 691 NA NA 7 24 NA
"td" "td" 177 NA NA NA 13 42
"tu" "kd" 85 NA 5 NA NA NA
"tu" "p" 507 NA 1 5 NA 1
"tu" "td" 137 NA NA NA NA 9
"tu" "tu" 3074 1 1 18 1 3
"kd" "kd" 49 3 5 NA NA NA
"ku" "kd" 181 3 14 7 1 NA
"ku" "ku" 1252 10 7 12 NA 1
"p" "kd" 455 1 26 18 1 NA
"p" "ku" 1529 5 2 27 1 NA
"p" "p" 5463 5 14 132 5 NA
"td" "kd" 46 NA 12 6 3 NA
"td" "ku" 42 NA NA 2 NA NA
"td" "p" 625 NA 6 14 37 1
"td" "td" 232 NA NA 1 NA 6
"tu" "kd" 119 NA 4 3 NA NA
"tu" "p" 502 NA 4 2 NA NA
"tu" "td" 139 NA NA 2 NA 11
"tu" "tu" 3060 NA NA 6 3 6
"kd" "kd" 30 10 34 NA NA NA
"ku" "kd" 251 8 30 7 NA NA
"ku" "ku" 1167 17 6 12 1 3
"p" "kd" 469 15 44 12 NA NA
"p" "ku" 1438 2 6 16 2 1
"p" "p" 5203 8 21 103 NA 5
"td" "kd" 118 NA 3 15 1 NA
"td" "ku" 34 NA NA NA 1 NA
"td" "p" 688 NA 1 15 20 NA
"td" "td" 136 NA NA NA NA 5
"tu" "kd" 129 NA 1 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 473 NA 1 1 NA 1
"tu" "td" 147 NA NA 1 NA 6
"tu" "tu" 3122 NA NA 18 4 4
"kd" "kd" 45 8 5 NA NA NA
"ku" "kd" 190 4 29 5 NA NA
"ku" "ku" 1332 16 15 17 2 1
"p" "kd" 534 2 21 15 NA NA
"p" "ku" 1595 10 10 25 1 NA
"p" "p" 5677 6 15 119 1 4
"td" "kd" 110 NA 5 5 NA NA
"td" "ku" 42 NA 1 1 1 NA
"td" "p" 728 NA 4 6 49 NA
"td" "td" 161 NA NA NA NA 7
"tu" "kd" 111 NA 6 1 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 466 NA 4 6 NA 1
"tu" "td" 123 NA NA NA NA 3
"tu" "tu" 2961 NA NA 10 2 1
"kd" "kd" 40 18 14 NA NA NA
"ku" "kd" 181 11 16 1 NA NA
"ku" "ku" 1083 17 14 11 NA 2
"p" "kd" 462 11 17 3 1 NA
"p" "ku" 1361 7 3 11 1 NA
"p" "p" 5066 4 11 105 2 NA
"td" "kd" 41 NA 3 NA 1 NA
"td" "ku" 39 NA 1 NA 1 NA
"td" "p" 618 NA 1 7 21 NA
"td" "td" 230 NA NA NA NA 21
"tu" "kd" 132 NA 2 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 458 NA 1 8 NA NA
"tu" "td" 132 NA NA NA NA 8
"tu" "tu" 3048 1 2 10 4 1
"kd" "kd" 39 34 9 33 NA NA
"ku" "kd" 221 5 20 15 NA NA
"ku" "ku" 1201 8 17 11 1 1
"p" "kd" 475 8 25 34 NA NA
"p" "ku" 1524 5 13 24 1 NA
"p" "p" 5336 13 3 122 1 1
"td" "kd" 55 NA 2 NA NA NA
"td" "ku" 30 1 NA 1 NA NA
"td" "p" 692 NA NA NA 24 NA
"td" "td" 172 NA NA NA NA 6
"tu" "kd" 92 NA 6 1 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 509 NA 2 2 NA 2
"tu" "td" 117 NA NA NA NA 6
"tu" "tu" 3084 NA NA 9 1 3
"kd" "kd" 38 6 16 12 NA NA
"ku" "kd" 215 5 33 4 1 NA
"ku" "ku" 1230 13 15 11 2 2
"p" "kd" 511 6 32 13 1 NA
"p" "ku" 1490 11 6 16 1 3
