"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 47 18 44 19 100 3.96
"2" "kukd" 329 0 0 1 NA 163 20 161 22 100 2.02
"3" "kuku" 1477 0 0 1 NA 785 47 790 44 100 1.88
"4" "pkd" 762 0 0 1 NA 348 24 347 24 100 2.19
"5" "pku" 1598 0 0 1 NA 986 61 988 58 100 1.62
"6" "pp" 14731 0 0 1 NA 3406 81 3394 86 100 4.33
"7" "tdkd" 73 0.07 NA 0.93 NA 44 17 42 17 100 1.66
"8" "tdku" 51 0 0 1 NA 23 8 23 9 100 2.22
"9" "tdp" 920 0 0 1 NA 425 29 424 30 100 2.16
"10" "tdtd" 170 0.1 NA 0.9 NA 116 35 110 33 100 1.47
"11" "tukd" 71 0.34 NA 0.7 NA 68 12 68 10 100 1.04
"12" "tuku" 1 0.51 NA 0.82 NA 1 1 1 1 100 1
"13" "tup" 345 0 0 1 NA 278 37 285 25 100 1.24
"14" "tutd" 67 0.62 NA 0.41 NA 69 13 72 12 100 0.97
"15" "tutu" 2593 0 0 1 NA 1700 68 1696 74 100 1.53
