"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 56 17 54 13 100 3.82
"2" "kukd" 432 0 0 1 NA 237 23 236 20 100 1.82
"3" "kuku" 2049 0 0 1 NA 1201 63 1202 65 100 1.71
"4" "pkd" 963 0 0 1 NA 498 38 498 27 100 1.93
"5" "pku" 2240 0 0 1 NA 1502 78 1502 93 100 1.49
"6" "pp" 17671 0 0 1 NA 5273 117 5263 107 100 3.35
"7" "tdkd" 87 0.08 NA 0.92 NA 62 19 60 19 100 1.4
"8" "tdku" 72 0 0 1 NA 37 10 36 10 100 1.95
"9" "tdp" 1179 0 0 1 NA 667 35 666 33 100 1.77
"10" "tdtd" 229 0.17 NA 0.83 NA 181 47 177 44 100 1.27
"11" "tukd" 107 0.43 NA 0.59 NA 106 15 104 13 100 1.01
"12" "tuku" 1 0.64 NA 0.67 NA 1 2 1 1 100 1
"13" "tup" 566 0 0 1 NA 472 29 472 30 100 1.2
"14" "tutd" 120 0.53 NA 0.5 NA 120 19 120 14 100 1
"15" "tutu" 4171 0 0 1 NA 2986 95 2992 100 100 1.4
