"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 109 0 0 1 NA 10 8 8 7 100 10.9
"2" "kukd" 78 0 0 1 NA 21 7 21 6 100 3.71
"3" "kuku" 296 0 0 1 NA 82 13 82 10 100 3.61
"4" "pkd" 177 0 0 1 NA 44 9 44 9 100 4.02
"5" "pku" 320 0 0 1 NA 100 15 102 12 100 3.2
"6" "pp" 5271 0 0 1 NA 367 22 367 22 100 14.36
"7" "tdkd" 7 0.15 NA 0.9 NA 3 4 2 3 100 2.33
"8" "tdku" 7 0.01 NA 0.99 NA 1 1 1 1 100 7
"9" "tdp" 262 0 0 1 NA 31 7 31 7 100 8.45
"10" "tdtd" 86 0 0 1 NA 5 7 4 4 100 17.2
"11" "tukd" 5 0.79 NA 0.29 NA 7 3 7 3 100 0.71
"12" "tuku" 0 1 NA 0.95 NA 0 0 0 0 100 NA
"13" "tup" 40 0.01 NA 0.99 NA 26 7 25 6 100 1.54
"14" "tutd" 6 0.22 NA 0.83 NA 4 2 3 3 100 1.5
"15" "tutu" 349 0 0 1 NA 150 15 152 17 100 2.33
