"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
86 236 1449 590 1733 5826 68 33 720 285 109 4 600 108 3816
56 245 1350 564 1690 5835 72 44 735 233 106 1 583 113 3782
50 245 1411 556 1749 5585 82 57 825 141 141 NA 618 118 4168
48 269 1474 540 1934 5993 74 32 737 251 151 NA 557 155 3955
71 260 1275 549 1638 5870 75 27 768 145 70 1 588 116 4014
95 268 1396 598 1822 5900 77 41 793 263 126 2 580 136 3929
51 245 1519 552 1916 5860 42 48 678 206 137 4 531 119 3926
54 238 1421 539 1706 5895 51 48 699 241 117 1 556 114 3897
67 258 1463 509 1613 5952 82 37 735 149 148 2 604 117 3797
26 296 1371 502 1574 5830 67 14 711 186 145 NA 663 101 3711
62 225 1366 570 1699 5889 37 25 621 176 130 1 528 143 3810
52 252 1358 548 1683 5940 61 50 762 181 141 NA 549 121 3779
44 240 1362 551 1679 5850 71 20 781 208 97 2 568 149 3883
46 242 1434 556 1845 5734 75 16 646 173 111 2 574 114 3616
54 130 1301 514 1754 5913 76 35 710 122 145 NA 559 122 3833
44 255 1442 552 1766 5686 69 36 750 118 150 1 566 109 4046
57 198 1324 532 1741 6075 79 50 744 189 129 2 582 136 3785
60 270 1388 575 1744 5759 67 55 714 147 136 4 557 106 3842
77 251 1432 534 1775 5849 62 27 716 236 136 NA 640 107 3880
83 246 1417 573 1916 5818 37 62 713 121 150 1 538 106 3912
75 241 1326 520 1664 5863 82 43 754 231 121 NA 554 117 3723
51 276 1344 555 1626 5907 76 43 678 139 117 1 655 112 3741
67 239 1449 529 1908 5829 58 45 748 179 151 3 541 152 3754
53 277 1469 584 1853 5910 49 27 742 112 145 5 583 142 4067
56 245 1435 553 1744 5844 72 40 762 183 112 3 589 110 3751
90 291 1399 541 1803 5994 67 36 731 246 122 5 483 125 3727
83 273 1580 581 1948 5875 52 48 767 245 103 NA 588 112 3982
78 278 1434 567 1747 5747 88 18 738 150 126 7 489 113 3847
