"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 59 21 55 21 100 3.54
"2" "kukd" 421 0 0 1 NA 226 29 227 25 100 1.86
"3" "kuku" 1995 0 0 1 NA 1159 60 1166 64 100 1.72
"4" "pkd" 944 0 0 1 NA 493 32 492 26 100 1.91
"5" "pku" 2181 0 0 1 NA 1453 109 1464 73 100 1.5
"6" "pp" 17339 0 0 1 NA 5070 116 5074 119 100 3.42
"7" "tdkd" 84 0.14 NA 0.88 NA 63 17 62 15 100 1.33
"8" "tdku" 71 0 0 1 NA 35 10 34 10 100 2.03
"9" "tdp" 1154 0 0 1 NA 646 41 639 40 100 1.79
"10" "tdtd" 225 0.13 NA 0.88 NA 177 50 171 50 100 1.27
"11" "tukd" 103 0.39 NA 0.66 NA 99 13 101 12 100 1.04
"12" "tuku" 1 0.64 NA 0.66 NA 1 2 1 1 100 1
"13" "tup" 547 0 0 1 NA 457 37 458 39 100 1.2
"14" "tutd" 114 0.56 NA 0.46 NA 115 18 116 15 100 0.99
"15" "tutu" 3978 0 0 1 NA 2827 98 2830 93 100 1.41
