"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 9 0.37 NA 0.72 NA 8 3 8 3 100 1.12
"2" "kukd" 155 0 0 1 NA 75 12 73 12 100 2.07
"3" "kuku" 932 0 0 1 NA 446 30 444 26 100 2.09
"4" "pkd" 109 0.57 NA 0.46 NA 108 17 110 13 100 1.01
"5" "pku" 1195 0 0 1 NA 492 45 496 39 100 2.43
"6" "pp" 1478 0 0 1 NA 921 46 922 49 100 1.6
"7" "tdkd" 20 0 0 1 NA 10 4 10 4 100 2
"8" "tdku" 30 0 0 1 NA 12 5 11 4 100 2.5
"9" "tdp" 145 0 0 1 NA 111 12 110 14 100 1.31
"10" "tdtd" 11 0.52 NA 0.64 NA 11 3 11 3 100 1
"11" "tukd" 35 0.12 NA 0.91 NA 25 7 26 7 100 1.4
"12" "tuku" 1 0.34 NA 0.89 NA 0 1 0 0 100 Inf
"13" "tup" 146 0 0 1 NA 105 17 104 16 100 1.39
"14" "tutd" 12 0.98 NA 0.03 NA 26 8 26 7 100 0.46
"15" "tutu" 770 0.07 NA 0.93 NA 715 38 715 39 100 1.08
