"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 12 4 12 4 100 3.08
"2" "kukd" 21 0.01 NA 1 NA 13 4 14 4 100 1.62
"3" "kuku" 12 0.15 NA 0.98 NA 11 1 11 1 100 1.09
"4" "pkd" 128 0 0 1 NA 79 7 79 6 100 1.62
"5" "pku" 12 0.78 NA 0.22 NA 17 4 19 3 100 0.71
"6" "pp" 193 0 0 1 NA 121 6 121 7 100 1.6
"7" "tdkd" 28 0.17 NA 0.87 NA 22 6 23 6 100 1.27
"8" "tdku" 10 0.18 NA 0.93 NA 7 3 7 3 100 1.43
"9" "tdp" 100 0 0 1 NA 81 12 84 7 100 1.23
"10" "tdtd" 34 0.29 NA 0.76 NA 30 6 29 7 100 1.13
"11" "tukd" 8 0.71 NA 0.32 NA 9 3 9 3 100 0.89
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 19 0.0600000000000001 NA 0.99 NA 14 3 15 3 100 1.36
"14" "tutd" 4 1 NA 0.03 NA 9 3 10 4 100 0.44
"15" "tutu" 11 0.36 NA 0.91 NA 10 1 10 1 100 1.1
