"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 15 10 12 7 100 9
"2" "kukd" 126 0 0 1 NA 39 10 39 9 100 3.23
"3" "kuku" 489 0 0 1 NA 161 18 161 18 100 3.04
"4" "pkd" 291 0 0 1 NA 84 10 84 9 100 3.46
"5" "pku" 530 0 0 1 NA 202 17 204 16 100 2.62
"6" "pp" 7762 0 0 1 NA 753 32 752 32 100 10.31
"7" "tdkd" 11 0.26 NA 0.78 NA 8 7 6 5 100 1.38
"8" "tdku" 13 0.01 NA 1 NA 3 2 3 1 100 4.33
"9" "tdp" 450 0 0 1 NA 70 12 70 10 100 6.43
"10" "tdtd" 98 0 0 1 NA 12 12 9 9 100 8.17
"11" "tukd" 15 0.45 NA 0.65 NA 14 5 14 6 100 1.07
"12" "tuku" 0 1 NA 0.85 NA 0 0 0 0 100 NA
"13" "tup" 75 0.02 NA 0.99 NA 53 10 54 10 100 1.42
"14" "tutd" 13 0.21 NA 0.84 NA 9 4 9 4 100 1.44
"15" "tutu" 636 0 0 1 NA 301 21 303 21 100 2.11
