"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
22 191 1116 389 1517 4849 35 32 533 51 103 2 492 134 3024
21 204 1161 429 1614 4722 21 46 542 49 95 1 469 106 2928
25 222 1154 418 1618 4777 44 43 539 45 106 1 500 119 3048
33 217 1184 425 1576 4595 22 39 487 36 119 NA 565 104 3024
32 172 1063 383 1562 4799 33 30 488 46 106 4 459 95 2921
18 216 1125 428 1460 4775 39 51 550 51 113 1 443 92 2804
34 195 1100 409 1581 4663 34 32 527 51 91 NA 492 115 3293
23 184 1138 388 1641 4844 24 34 537 44 102 4 509 94 3053
29 200 1118 398 1595 4652 21 41 509 48 121 3 523 122 2979
36 197 1074 428 1602 4812 33 30 530 44 110 4 505 126 3190
23 203 1092 428 1450 4829 27 14 567 57 114 1 493 131 3114
25 216 1155 426 1474 4808 32 44 534 46 98 4 500 121 2915
26 225 1088 413 1558 4705 39 38 580 43 104 2 501 133 3062
26 238 1121 439 1513 4733 46 31 496 47 105 NA 491 118 3060
18 206 1193 420 1524 4763 40 30 533 32 87 6 552 113 2823
12 182 1162 384 1480 4708 16 44 560 49 111 4 490 122 3092
27 205 1155 409 1460 4743 27 34 483 44 94 3 500 144 3014
24 166 1266 364 1393 4724 31 32 556 58 109 NA 477 110 3091
20 236 1224 416 1600 4856 30 20 552 38 104 2 530 131 2921
28 185 1055 407 1559 4645 32 43 529 58 115 NA 481 102 3189
21 168 1191 403 1492 4649 36 43 547 57 96 1 484 111 3123
36 224 1099 458 1586 4794 41 46 507 49 85 1 497 159 3206
22 155 1144 420 1518 4781 27 34 557 49 98 1 436 116 3022
24 169 1213 374 1677 4798 26 57 538 45 92 NA 528 97 3194
24 197 1106 400 1501 4652 34 36 508 35 106 2 476 125 3081
15 208 1139 383 1472 4673 39 48 532 41 100 1 466 108 3117
22 152 1092 376 1601 4784 23 35 496 41 98 NA 530 138 3149
29 189 1099 411 1498 4706 40 54 502 40 98 NA 461 127 2943
24 200 1141 425 668 4631 15 43 525 54 104 1 476 112 2997
22 189 1189 397 1558 4584 16 38 546 56 99 2 467 111 2958
28 206 1134 424 1559 4625 31 27 533 45 99 2 520 124 3183
28 219 1164 413 1717 4749 36 44 539 52 125 1 491 107 3156
25 179 1077 394 1604 4747 18 35 506 43 115 1 484 111 3073
34 186 1139 421 1503 4778 40 48 482 54 101 1 552 113 2854
21 207 1171 373 1638 4730 16 31 524 47 116 3 537 115 3074
25 213 1129 415 1530 4816 39 21 558 43 104 1 403 136 3172
24 161 1219 411 1692 4762 33 33 511 65 122 3 471 114 3079
19 94 1157 377 1494 4778 39 39 508 43 113 1 519 103 3096
21 199 1059 428 1490 4757 36 45 533 42 94 NA 452 106 3007
25 223 1163 382 1482 4686 44 27 513 45 105 1 468 159 2991
17 181 1069 407 1471 4753 31 37 520 49 90 NA 538 130 3105
27 204 1147 397 1663 4870 34 40 519 44 96 NA 487 112 3078
24 225 1133 412 1601 4744 32 48 539 43 100 1 486 96 2989
23 229 1092 423 1517 4800 29 43 534 51 122 2 450 143 3044
18 179 1085 421 1543 4777 23 45 529 41 93 1 559 120 3112
27 205 1198 430 1546 4794 29 41 567 56 90 NA 534 114 2936
22 176 1116 407 1428 4825 37 18 550 40 93 NA 579 115 2950
23 217 1183 396 1553 4684 48 41 573 47 118 1 512 124 2970
31 187 1129 399 1513 4669 33 37 505 50 81 3 558 110 3067
20 206 1127 435 1655 4729 34 35 511 43 103 3 505 138 3084
