"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 25 13 24 11 100 5.44
"2" "kukd" 191 0 0 1 NA 76 14 76 13 100 2.51
"3" "kuku" 789 0 0 1 NA 325 24 327 27 100 2.43
"4" "pkd" 416 0 0 1 NA 156 20 158 15 100 2.67
"5" "pku" 870 0 0 1 NA 407 38 410 33 100 2.14
"6" "pp" 10342 0 0 1 NA 1433 48 1432 42 100 7.22
"7" "tdkd" 33 0.07 NA 0.94 NA 17 9 16 7 100 1.94
"8" "tdku" 25 0 0 1 NA 8 4 8 4 100 3.12
"9" "tdp" 578 0 0 1 NA 157 15 156 15 100 3.68
"10" "tdtd" 124 0 0 1 NA 33 21 28 19 100 3.76
"11" "tukd" 32 0.35 NA 0.74 NA 29 7 29 6 100 1.1
"12" "tuku" 0 1 NA 0.77 NA 0 0 0 0 100 NA
"13" "tup" 70 0.95 NA 0.05 NA 105 17 106 13 100 0.67
"14" "tutd" 29 0.13 NA 0.93 NA 23 5 23 6 100 1.26
"15" "tutu" 1135 0 0 1 NA 608 34 607 33 100 1.87
