"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 32 15 28 13 100 4.66
"2" "kukd" 234 0 0 1 NA 101 19 101 15 100 2.32
"3" "kuku" 1009 0 0 1 NA 468 32 466 30 100 2.16
"4" "pkd" 566 0 0 1 NA 222 27 224 23 100 2.55
"5" "pku" 1103 0 0 1 NA 582 41 585 42 100 1.9
"6" "pp" 11934 0 0 1 NA 2048 62 2050 59 100 5.83
"7" "tdkd" 37 0.1 NA 0.91 NA 23 11 22 7 100 1.61
"8" "tdku" 30 0 0 1 NA 13 5 13 4 100 2.31
"9" "tdp" 668 0 0 1 NA 233 22 232 27 100 2.87
"10" "tdtd" 133 0 0 1 NA 52 24 50 24 100 2.56
"11" "tukd" 46 0.27 NA 0.76 NA 41 9 42 8 100 1.12
"12" "tuku" 0 1 NA 0.65 NA 1 1 0 0 100 0
"13" "tup" 101 0.96 NA 0.04 NA 157 22 159 16 100 0.64
"14" "tutd" 44 0.2 NA 0.85 NA 36 8 36 9 100 1.22
"15" "tutu" 1600 0 0 1 NA 910 51 907 44 100 1.76
