"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 46 17 43 16 100 4.04
"2" "kukd" 329 0 0 1 NA 160 28 160 19 100 2.06
"3" "kuku" 1477 0 0 1 NA 787 48 781 47 100 1.88
"4" "pkd" 762 0 0 1 NA 351 25 350 24 100 2.17
"5" "pku" 1598 0 0 1 NA 982 53 978 51 100 1.63
"6" "pp" 14731 0 0 1 NA 3411 86 3395 85 100 4.32
"7" "tdkd" 73 0.03 NA 0.97 NA 43 15 41 13 100 1.7
"8" "tdku" 51 0 0 1 NA 24 7 23 7 100 2.12
"9" "tdp" 920 0 0 1 NA 428 31 424 28 100 2.15
"10" "tdtd" 170 0.0600000000000001 NA 0.94 NA 103 36 96 33 100 1.65
"11" "tukd" 71 0.36 NA 0.67 NA 68 12 68 10 100 1.04
"12" "tuku" 1 0.5 NA 0.83 NA 1 2 0 1 100 1
"13" "tup" 345 0.02 NA 0.98 NA 280 30 278 24 100 1.23
"14" "tutd" 67 0.69 NA 0.34 NA 73 13 74 14 100 0.92
"15" "tutu" 2593 0 0 1 NA 1708 79 1710 77 100 1.52
