"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 12 4 12 4 100 3.08
"2" "kukd" 21 0 0 1 NA 14 3 15 3 100 1.5
"3" "kuku" 12 0.1 NA 0.99 NA 10 1 11 1 100 1.2
"4" "pkd" 128 0 0 1 NA 79 9 80 7 100 1.62
"5" "pku" 12 0.77 NA 0.23 NA 17 4 19 3 100 0.71
"6" "pp" 193 0 0 1 NA 121 7 121 7 100 1.6
"7" "tdkd" 28 0.17 NA 0.85 NA 22 7 20 7 100 1.27
"8" "tdku" 10 0.13 NA 0.97 NA 7 2 7 3 100 1.43
"9" "tdp" 100 0.05 NA 0.95 NA 84 9 83 9 100 1.19
"10" "tdtd" 34 0.21 NA 0.83 NA 28 7 27 6 100 1.21
"11" "tukd" 8 0.64 NA 0.45 NA 9 3 9 3 100 0.89
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 19 0.07 NA 1 NA 14 4 15 3 100 1.36
"14" "tutd" 4 1 NA 0.08 NA 9 3 10 3 100 0.44
"15" "tutu" 11 0.34 NA 0.91 NA 10 1 10 1 100 1.1
