"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
9 71 477 103 531 926 9 10 100 10 23 1 112 25 764
9 65 424 124 491 972 6 18 123 20 26 0 89 24 709
16 72 495 113 478 937 12 10 108 8 36 1 89 31 743
11 63 457 115 513 860 10 12 116 11 18 NA 91 20 739
8 94 473 121 562 883 11 7 114 10 27 0 124 29 695
5 32 425 131 520 923 15 10 117 11 34 0 106 15 719
9 71 487 95 524 941 7 18 109 12 23 0 107 26 698
4 82 444 109 419 895 7 9 123 8 25 0 109 28 658
11 33 426 56 479 932 6 19 93 11 31 1 118 19 699
12 70 405 94 487 912 10 13 126 8 29 1 105 49 665
6 75 439 122 575 974 13 13 112 9 35 1 82 29 696
15 90 497 134 521 956 9 14 121 7 38 NA 109 40 737
6 61 464 100 482 928 6 16 119 11 29 0 116 31 756
6 89 452 113 536 988 13 12 115 6 32 NA 91 23 705
8 59 472 115 626 977 7 9 99 8 24 NA 96 22 704
8 63 470 105 471 906 7 13 104 14 26 NA 108 27 710
6 25 467 79 482 927 7 13 118 8 31 1 89 33 686
8 78 470 102 505 863 9 16 117 9 25 2 132 20 760
11 93 407 115 490 855 8 10 106 13 24 0 100 25 675
4 80 440 116 501 959 11 13 105 12 17 0 118 34 767
4 68 504 109 473 937 10 7 91 4 36 NA 112 25 681
7 62 507 94 526 898 11 9 110 9 20 1 123 27 700
11 80 477 61 575 978 8 14 86 13 11 NA 112 31 727
4 84 479 108 498 858 8 6 98 13 33 1 108 26 681
7 48 452 102 520 904 6 11 105 9 29 0 111 27 705
7 62 481 107 604 939 10 15 48 9 32 1 120 39 734
7 63 476 102 467 869 9 8 107 12 26 NA 101 44 793
9 72 539 96 614 901 14 9 127 7 37 1 104 52 791
3 33 443 94 477 979 15 11 131 11 29 0 110 38 721
6 88 490 116 519 950 10 5 97 13 26 0 91 20 688
10 90 447 128 499 872 12 5 123 17 24 4 90 28 673
9 67 482 104 500 847 4 6 122 14 28 NA 131 21 719
10 79 392 118 448 844 13 18 114 11 30 1 118 18 706
7 84 416 115 474 893 5 22 114 13 37 NA 110 30 717
11 75 444 107 579 894 6 16 119 15 38 0 122 25 757
6 78 466 111 509 875 6 8 122 12 27 0 102 29 667
8 74 488 105 532 904 10 8 118 12 31 NA 101 41 677
4 69 457 112 474 963 15 14 110 8 9 0 123 27 735
14 83 440 100 498 859 15 17 117 11 33 2 113 33 679
7 77 454 108 510 917 3 6 101 10 27 NA 124 23 772
7 59 453 111 486 924 4 6 119 16 38 NA 103 19 788
9 80 429 111 394 873 11 20 125 11 35 0 120 35 628
5 81 425 112 538 910 16 19 107 15 25 1 109 26 720
4 41 440 117 476 942 11 11 92 11 22 1 121 29 699
9 75 480 119 518 954 11 4 97 8 31 0 142 45 682
12 78 449 139 567 920 7 9 112 11 25 5 129 26 744
9 97 472 109 570 960 14 5 111 7 21 0 125 24 753
7 80 449 107 543 917 15 12 111 11 26 NA 125 23 667
7 39 474 98 405 923 11 8 123 10 28 1 112 20 728
12 86 441 129 515 945 15 23 104 11 27 NA 105 31 731
14 62 451 116 545 923 16 18 140 7 32 NA 57 19 714
6 63 498 99 491 888 11 11 112 17 29 NA 105 41 749
4 75 443 100 519 968 9 12 105 8 32 NA 97 27 711
7 73 423 111 447 955 9 8 126 14 23 0 115 16 791
10 84 395 116 509 972 7 11 97 15 15 1 104 26 722
6 75 437 120 450 859 14 12 119 12 13 1 133 24 781
5 38 470 98 502 899 21 22 120 10 30 NA 100 22 708
5 81 463 130 537 923 11 7 115 12 22 NA 106 32 663
2 77 464 115 503 925 7 24 113 11 8 NA 112 45 741
13 84 530 97 578 904 15 12 121 8 38 NA 117 24 792
7 84 481 126 549 925 8 11 93 11 24 4 142 21 737
6 86 454 101 479 904 17 8 109 13 25 1 120 46 743
8 73 442 47 442 913 9 12 108 13 21 1 113 26 728
13 78 453 126 545 871 7 7 100 8 31 1 105 20 771
8 60 486 103 491 852 9 8 93 8 20 1 124 32 790
11 91 439 103 493 866 6 13 108 8 24 NA 117 17 722
7 74 457 110 530 943 11 12 119 13 25 0 96 44 739
13 65 448 128 422 914 4 15 132 10 24 1 116 23 767
7 73 481 119 527 916 12 22 113 18 34 0 133 21 644
6 68 424 108 488 908 10 13 117 11 15 NA 116 34 712
11 92 539 98 530 927 13 13 105 8 24 NA 120 32 733
7 72 446 126 506 956 7 10 114 13 31 0 111 21 649
6 83 449 111 538 893 12 13 114 13 24 3 86 18 670
8 94 452 109 505 929 7 16 107 11 25 NA 101 14 810
8 74 419 115 516 931 11 11 107 6 30 1 112 43 764
15 75 388 106 466 930 2 17 127 8 12 1 80 38 681
7 83 468 139 530 921 12 4 102 9 19 NA 118 21 797
