"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 11 4 10 4 100 3.36
"2" "kukd" 21 0 0 1 NA 14 3 15 3 100 1.5
"3" "kuku" 12 0.15 NA 0.98 NA 11 1 11 1 100 1.09
"4" "pkd" 128 0 0 1 NA 76 10 77 6 100 1.68
"5" "pku" 12 0.79 NA 0.21 NA 17 4 19 3 100 0.71
"6" "pp" 193 0 0 1 NA 122 5 121 6 100 1.58
"7" "tdkd" 28 0.12 NA 0.91 NA 21 6 20 7 100 1.33
"8" "tdku" 10 0.12 NA 0.92 NA 7 2 7 3 100 1.43
"9" "tdp" 100 0.02 NA 0.98 NA 83 9 83 9 100 1.2
"10" "tdtd" 34 0.21 NA 0.8 NA 28 7 28 7 100 1.21
"11" "tukd" 8 0.72 NA 0.44 NA 9 3 9 3 100 0.89
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 19 0.0600000000000001 NA 0.99 NA 14 3 15 3 100 1.36
"14" "tutd" 4 0.98 NA 0.0600000000000001 NA 10 3 10 3 100 0.4
"15" "tutu" 11 0.33 NA 0.92 NA 10 1 10 1 100 1.1
