"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 204 0 0 1 NA 52 18 49 15 100 3.92
"2" "kukd" 399 0 0 1 NA 210 25 210 19 100 1.9
"3" "kuku" 1873 0 0 1 NA 1051 49 1049 52 100 1.78
"4" "pkd" 901 0 0 1 NA 452 27 450 26 100 1.99
"5" "pku" 2031 0 0 1 NA 1330 99 1337 74 100 1.53
"6" "pp" 16685 0 0 1 NA 4634 90 4629 105 100 3.6
"7" "tdkd" 82 0.08 NA 0.92 NA 59 16 57 16 100 1.39
"8" "tdku" 65 0 0 1 NA 33 9 32 9 100 1.97
"9" "tdp" 1082 0 0 1 NA 587 36 590 36 100 1.84
"10" "tdtd" 221 0.09 NA 0.92 NA 160 43 158 46 100 1.38
"11" "tukd" 99 0.36 NA 0.67 NA 92 13 93 13 100 1.08
"12" "tuku" 1 0.57 NA 0.8 NA 1 1 1 1 100 1
"13" "tup" 497 0 0 1 NA 400 48 408 33 100 1.24
"14" "tutd" 102 0.47 NA 0.55 NA 102 20 101 16 100 1
"15" "tutu" 3575 0 0 1 NA 2488 99 2488 99 100 1.44
