"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 188 0 0 1 NA 47 20 44 19 100 4
"2" "kukd" 350 0 0 1 NA 178 22 176 19 100 1.97
"3" "kuku" 1567 0 0 1 NA 843 47 836 47 100 1.86
"4" "pkd" 800 0 0 1 NA 379 27 376 28 100 2.11
"5" "pku" 1701 0 0 1 NA 1052 77 1062 59 100 1.62
"6" "pp" 15175 0 0 1 NA 3675 84 3684 95 100 4.13
"7" "tdkd" 74 0.08 NA 0.92 NA 47 17 43 15 100 1.57
"8" "tdku" 52 0 0 1 NA 24 8 24 9 100 2.17
"9" "tdp" 949 0 0 1 NA 464 33 466 32 100 2.05
"10" "tdtd" 175 0.07 NA 0.94 NA 113 34 107 31 100 1.55
"11" "tukd" 75 0.5 NA 0.53 NA 74 13 74 15 100 1.01
"12" "tuku" 1 0.59 NA 0.79 NA 1 1 1 1 100 1
"13" "tup" 375 0.01 NA 0.99 NA 310 30 310 28 100 1.21
"14" "tutd" 76 0.53 NA 0.51 NA 77 15 76 13 100 0.99
"15" "tutu" 2807 0 0 1 NA 1868 81 1871 62 100 1.5
