"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 85 206 1026 438 1307 4524 30 27 545 157 87 NA 334 108 2433
"2" 27 173 1041 461 1280 4316 68 34 612 157 78 1 370 88 2538
"3" 61 231 1099 421 1210 4418 62 20 584 221 65 1 379 89 2349
"4" 39 183 965 381 1225 4522 67 23 564 184 72 1 347 87 2289
"5" 28 245 1050 481 1298 4382 63 27 568 133 105 1 379 92 2294
"6" 29 172 1050 428 1265 4423 48 19 538 113 103 1 383 83 2443
"7" 40 213 1032 419 1204 4266 59 22 508 120 89 NA 326 91 2393
"8" 39 170 954 427 1268 4399 72 22 571 149 91 2 362 90 2323
"9" 29 180 904 411 1205 4368 41 34 572 147 83 1 388 55 2317
"10" 58 207 1001 418 1268 4449 45 26 561 85 112 NA 389 100 2299
"11" 57 172 939 467 1301 4330 55 24 502 104 86 2 475 88 2303
"12" 51 216 1028 449 1227 4421 54 39 537 129 78 2 382 129 2338
"13" 23 190 977 422 1202 4338 23 38 516 258 47 1 384 90 2293
"14" 111 252 1066 492 1340 4287 25 31 631 241 42 NA 359 80 2200
"15" 34 195 958 410 1315 4282 75 31 512 99 101 NA 369 122 2283
"16" 25 187 1045 425 1308 4372 56 35 588 128 71 1 362 88 2402
"17" 39 201 958 450 1147 4408 43 30 566 141 88 7 379 102 2415
"18" 38 210 1009 494 1330 4545 37 32 568 123 85 1 380 76 2337
"19" 37 168 998 445 1343 4580 68 47 587 101 98 2 358 101 2370
"20" 56 207 1009 519 1316 4312 43 25 594 77 92 1 404 85 2322
"21" 39 224 1006 465 1189 4212 55 30 520 158 94 1 380 95 2370
"22" 40 193 954 399 1243 4411 88 37 567 157 74 NA 388 62 2503
"23" 35 221 1022 410 638 4353 95 9 579 163 102 NA 329 75 2246
"24" 53 197 975 462 1173 4299 31 18 577 150 92 NA 405 131 2363
"25" 47 201 1107 452 1284 4328 31 27 501 104 98 NA 346 91 2379
"26" 43 214 1054 449 1235 4330 61 36 523 172 90 NA 376 114 2374
"27" 36 229 996 454 1367 4571 53 37 545 155 86 NA 376 80 2406
"28" 40 178 975 458 1355 4460 47 30 541 178 93 4 331 111 2270
"29" 18 154 913 390 1081 4288 28 31 525 99 86 1 361 113 2333
"30" 63 165 963 410 1285 4253 60 22 566 72 76 NA 373 104 2371
"31" 97 176 988 391 1222 4282 49 35 541 108 83 NA 405 90 2587
"32" 58 93 1043 445 1322 4393 58 45 527 100 77 1 382 76 2434
"33" 47 205 1083 385 1259 4452 25 44 531 76 101 NA 341 85 2248
"34" 37 238 1046 484 1301 4231 45 34 549 125 92 3 354 111 2192
"35" 36 185 997 199 1231 4557 95 49 536 116 86 1 335 86 2181
"36" 47 174 964 427 1201 4317 56 44 544 149 105 1 388 85 2300
"37" 41 204 1015 377 1249 4385 56 31 496 160 80 NA 355 92 2488
"38" 70 221 1100 438 1382 4368 28 21 532 127 94 3 352 44 2238
"39" 70 172 932 398 1201 4190 60 37 553 135 85 1 414 115 2426
"40" 60 210 1063 426 1298 4409 77 35 538 121 86 1 397 101 2382
"41" 35 152 1004 386 1278 4398 34 24 566 159 80 1 368 100 2330
"42" 60 188 1002 452 1264 4385 41 33 581 195 83 NA 387 103 2421
"43" 31 167 1071 465 1334 4361 40 34 524 93 85 NA 355 100 2418
"44" 57 204 902 449 1202 4413 45 41 583 185 113 NA 367 96 2417
"45" 61 183 949 435 1353 4568 57 18 563 199 68 1 380 114 2473
