"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 52 19 50 18 2000 3.87
"2" "kukd" 389 0 0 1 NA 201 26 203 22 2000 1.94
"3" "kuku" 1804 0 0 1 NA 1010 55 1010 55 2000 1.79
"4" "pkd" 878 0 0 1 NA 434 32 434 28 2000 2.02
"5" "pku" 1954 0 0 1 NA 1260 85 1261 76 2000 1.55
"6" "pp" 16317 0 0 1 NA 4376 99 4373 99 2000 3.73
"7" "tdkd" 79 0.082 NA 0.9255 NA 54 17 53 16 2000 1.46
"8" "tdku" 62 0.000499999999999945 0.00749999999999917 1 NA 32 9 31 9 2000 1.94
"9" "tdp" 1056 0 0 1 NA 561 34 560 33 2000 1.88
"10" "tdtd" 218 0.0570000000000001 NA 0.944 NA 148 41 145 42 2000 1.47
"11" "tukd" 93 0.369 NA 0.652 NA 89 14 88 12 2000 1.04
"12" "tuku" 1 0.5695 NA 0.755 NA 1 1 1 1 2000 1
"13" "tup" 460 0.00600000000000001 NA 0.994 NA 379 35 380 30 2000 1.21
"14" "tutd" 94 0.595 NA 0.433 NA 97 16 97 15 2000 0.97
"15" "tutu" 3387 0 0 1 NA 2340 88 2338 88 2000 1.45
