"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 63 21 60 21 100 3.4
"2" "kukd" 438 0 0 1 NA 243 31 246 23 100 1.8
"3" "kuku" 2103 0 0 1 NA 1255 65 1260 67 100 1.68
"4" "pkd" 981 0 0 1 NA 522 31 524 30 100 1.88
"5" "pku" 2297 0 0 1 NA 1576 85 1574 97 100 1.46
"6" "pp" 18008 0 0 1 NA 5464 102 5460 85 100 3.3
"7" "tdkd" 88 0.12 NA 0.89 NA 65 19 64 19 100 1.35
"8" "tdku" 76 0 0 1 NA 40 10 39 10 100 1.9
"9" "tdp" 1205 0 0 1 NA 696 41 690 42 100 1.73
"10" "tdtd" 231 0.13 NA 0.88 NA 181 45 174 47 100 1.28
"11" "tukd" 111 0.54 NA 0.49 NA 112 14 112 15 100 0.99
"12" "tuku" 1 0.57 NA 0.68 NA 1 2 1 1 100 1
"13" "tup" 583 0.02 NA 0.98 NA 497 41 491 47 100 1.17
"14" "tutd" 123 0.59 NA 0.43 NA 128 19 128 19 100 0.96
"15" "tutu" 4391 0 0 1 NA 3146 115 3137 123 100 1.4
