"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 36 0 0 1 NA 12 6 11 6 100 3
"2" "kukd" 95 0 0 1 NA 45 11 44 13 100 2.11
"3" "kuku" 324 0 0 1 NA 135 15 136 16 100 2.4
"4" "pkd" 175 0 0 1 NA 56 10 56 9 100 3.12
"5" "pku" 266 0 0 1 NA 102 16 102 14 100 2.61
"6" "pp" 1883 0 0 1 NA 305 25 304 27 100 6.17
"7" "tdkd" 33 0 0 1 NA 10 5 9 4 100 3.3
"8" "tdku" 15 0.01 NA 1 NA 5 3 5 3 100 3
"9" "tdp" 101 0 0 1 NA 52 8 52 9 100 1.94
"10" "tdtd" 38 0 0 1 NA 17 6 17 6 100 2.24
"11" "tukd" 23 0.12 NA 0.9 NA 16 5 15 4 100 1.44
"12" "tuku" 0 1 NA 0.77 NA 0 1 0 0 100 NA
"13" "tup" 104 0 0 1 NA 44 9 44 8 100 2.36
"14" "tutd" 15 0.23 NA 0.84 NA 11 4 11 4 100 1.36
"15" "tutu" 236 0 0 1 NA 166 14 168 14 100 1.42
