"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 32 33 15 NA NA NA
"ku" "kd" 220 3 43 12 4 NA
"ku" "ku" 1359 14 24 8 NA 2
"p" "kd" 451 9 26 32 2 NA
"p" "ku" 1650 3 3 23 1 3
"p" "p" 5266 6 16 119 4 1
"td" "kd" 40 NA 9 1 19 NA
"td" "ku" 32 NA NA NA 1 NA
"td" "p" 663 NA 1 3 27 NA
"td" "td" 223 NA NA NA 4 NA
"tu" "kd" 106 NA 2 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 521 NA NA 5 NA NA
"tu" "td" 122 NA NA 1 NA 6
"tu" "tu" 3340 NA 1 9 6 8
"kd" "kd" 43 20 24 5 NA NA
"ku" "kd" 184 8 28 9 NA NA
"ku" "ku" 1251 8 8 14 1 3
"p" "kd" 493 11 33 16 NA NA
"p" "ku" 1467 5 4 23 1 1
"p" "p" 5158 5 17 123 3 1
"td" "kd" 38 NA 7 17 NA NA
"td" "ku" 28 NA 1 1 1 NA
"td" "p" 683 NA NA 7 21 NA
"td" "td" 134 NA NA NA NA 3
"tu" "kd" 102 1 4 7 NA NA
"tu" "p" 504 NA 1 5 1 1
"tu" "td" 136 NA NA NA NA 10
"tu" "tu" 3166 NA 1 11 NA 5
"kd" "kd" 41 5 11 NA NA NA
"ku" "kd" 197 5 23 1 NA NA
"ku" "ku" 1157 14 10 8 2 3
"p" "kd" 468 3 23 28 NA NA
"p" "ku" 1438 5 4 18 4 2
"p" "p" 5143 NA 8 128 2 5
"td" "kd" 28 NA 8 NA 3 NA
"td" "ku" 34 NA 3 NA 1 NA
"td" "p" 659 NA 2 24 26 1
"td" "td" 182 NA NA NA 6 32
"tu" "kd" 110 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 476 NA 1 5 NA NA
"tu" "td" 105 NA NA 2 NA 5
"tu" "tu" 3235 2 1 10 1 5
"kd" "kd" 36 31 55 NA NA NA
"ku" "kd" 263 14 36 5 NA NA
"ku" "ku" 1224 18 19 17 NA NA
"p" "kd" 518 26 41 22 NA NA
"p" "ku" 1467 7 5 22 NA 1
"p" "p" 5329 5 16 136 3 NA
"td" "kd" 46 NA 9 24 3 NA
"td" "ku" 58 NA 1 1 3 NA
"td" "p" 698 NA 7 18 20 NA
"td" "td" 185 NA NA NA NA 1
"tu" "kd" 113 NA 3 1 NA NA
"tu" "p" 486 NA 2 5 NA 1
"tu" "td" 140 NA NA NA NA 3
"tu" "tu" 3289 NA 1 12 1 3
"kd" "kd" 34 7 NA NA NA NA
"ku" "kd" 234 2 17 7 NA NA
"ku" "ku" 1210 6 13 11 2 1
"p" "kd" 485 1 14 15 NA NA
"p" "ku" 1513 3 3 18 NA 1
"p" "p" 5418 5 4 122 7 2
"td" "kd" 36 NA 12 NA NA NA
"td" "ku" 42 NA NA NA 2 NA
"td" "p" 619 NA 7 9 41 1
"td" "td" 195 NA NA 2 2 2
"tu" "kd" 112 NA NA NA NA NA
"tu" "p" 492 NA NA 7 NA NA
"tu" "td" 98 NA NA 1 NA 8
"tu" "tu" 3152 NA 2 10 3 3
"kd" "kd" 49 1 25 NA NA NA
"ku" "kd" 181 2 27 NA NA NA
"ku" "ku" 1118 8 16 8 1 1
"p" "kd" 421 7 31 12 NA NA
"p" "ku" 1338 3 4 15 NA 5
"p" "p" 5154 1 14 112 7 3
"td" "kd" 27 NA 22 NA 1 NA
"td" "ku" 25 NA 1 NA 1 NA
"td" "p" 640 NA 11 15 34 NA
"td" "td" 168 NA NA 1 30 28
"tu" "kd" 96 NA 1 NA NA NA
"tu" "ku" 7 NA NA NA NA NA
"tu" "p" 464 NA NA 3 NA 1
"tu" "td" 102 1 NA 1 NA 7
"tu" "tu" 3093 NA NA 12 1 3
"kd" "kd" 51 5 23 16 NA NA
"ku" "kd" 237 4 40 17 NA NA
"ku" "ku" 1318 6 17 19 NA 5
"p" "kd" 475 9 35 26 NA NA
"p" "ku" 1607 17 4 17 1 1
"p" "p" 5286 6 21 138 3 NA
"td" "kd" 38 NA 2 NA 1 NA
"td" "ku" 31 NA NA NA 4 NA
"td" "p" 621 NA 1 9 33 NA
"td" "td" 153 NA NA NA 6 1
"tu" "kd" 107 NA 7 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 469 NA NA 3 1 NA
"tu" "td" 97 NA NA NA NA 10
"tu" "tu" 3068 NA NA 10 4 1
"kd" "kd" 56 2 3 8 NA NA
"ku" "kd" 236 NA 14 15 NA NA
"ku" "ku" 1209 9 10 19 3 4
"p" "kd" 519 1 19 25 NA NA
"p" "ku" 1584 6 4 19 NA 2
"p" "p" 5364 1 9 100 4 1
"td" "kd" 49 NA NA NA NA NA
"td" "ku" 28 NA 1 NA NA NA
"td" "p" 644 NA 1 11 28 1
"td" "td" 198 NA NA NA 5 3
"tu" "kd" 123 NA 5 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 546 NA 1 5 NA 1
"tu" "td" 114 NA NA NA NA 8
"tu" "tu" 3129 NA NA 6 6 5
"kd" "kd" 58 8 19 NA NA NA
"ku" "kd" 184 3 23 5 NA NA
"ku" "ku" 1214 7 18 9 2 1
"p" "kd" 463 6 16 13 NA NA
"p" "ku" 1564 7 9 19 1 1
"p" "p" 5348 5 15 125 NA NA
"td" "kd" 60 NA 5 1 NA NA
"td" "ku" 33 NA NA NA 1 NA
"td" "p" 642 NA 2 1 22 NA
"td" "td" 166 NA NA NA 1 1
"tu" "kd" 106 NA 2 2 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 454 NA 4 3 NA NA
"tu" "td" 126 NA NA NA NA 10
"tu" "tu" 3079 NA 1 9 1 3
"kd" "kd" 53 4 1 NA NA NA
"ku" "kd" 196 2 31 4 NA NA
"ku" "ku" 1150 11 13 8 2 2
"p" "kd" 473 3 18 18 NA NA
"p" "ku" 1462 4 5 17 NA 3
"p" "p" 5272 5 9 98 7 2
"td" "kd" 27 NA 2 NA NA NA
"td" "ku" 47 NA NA NA 6 NA
"td" "p" 719 NA 2 5 30 3
"td" "td" 98 NA NA NA 46 2
"tu" "kd" 114 NA 1 1 NA NA
"tu" "p" 471 NA NA 4 1 NA
"tu" "td" 123 NA NA NA 2 16
"tu" "tu" 3112 NA 1 10 10 8
"kd" "kd" 54 2 3 1 NA NA
"ku" "kd" 206 3 19 8 NA NA
"ku" "ku" 1224 10 9 12 NA 2
"p" "kd" 548 1 10 29 NA NA
"p" "ku" 1512 7 4 20 NA NA
"p" "p" 5138 9 9 115 NA 3
"td" "kd" 80 NA NA NA 1 NA
"td" "ku" 40 NA 1 NA 2 NA
"td" "p" 629 NA NA NA 41 NA
"td" "td" 161 NA NA NA 12 67
"tu" "kd" 106 NA 1 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 471 NA NA 1 NA 2
"tu" "td" 128 NA NA NA NA 3
"tu" "tu" 3125 NA NA 15 1 2
"kd" "kd" 30 11 32 NA NA NA
"ku" "kd" 217 4 31 4 1 NA
"ku" "ku" 1267 14 15 8 3 NA
