"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 32 15 30 13 100 5.62
"2" "kukd" 250 0 0 1 NA 115 19 114 19 100 2.17
"3" "kuku" 1096 0 0 1 NA 532 35 534 32 100 2.06
"4" "pkd" 604 0 0 1 NA 242 30 243 20 100 2.5
"5" "pku" 1185 0 0 1 NA 662 67 666 37 100 1.79
"6" "pp" 12534 0 0 1 NA 2348 73 2350 73 100 5.34
"7" "tdkd" 44 0.0600000000000001 NA 0.94 NA 28 11 26 10 100 1.57
"8" "tdku" 35 0 0 1 NA 15 5 14 6 100 2.33
"9" "tdp" 703 0 0 1 NA 265 23 264 22 100 2.65
"10" "tdtd" 142 0.01 NA 0.99 NA 55 26 50 21 100 2.58
"11" "tukd" 49 0.44 NA 0.63 NA 47 10 47 9 100 1.04
"12" "tuku" 0 1 NA 0.57 NA 1 1 0 0 100 0
"13" "tup" 235 0 0 1 NA 187 21 186 21 100 1.26
"14" "tutd" 48 0.29 NA 0.72 NA 43 9 42 9 100 1.12
"15" "tutu" 1805 0 0 1 NA 1062 52 1060 48 100 1.7
