"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
7 9 13 102 21 415 19 3 160 8 6 0 15 6 9
10 15 14 110 28 430 6 4 143 22 4 0 17 11 9
19 15 14 93 22 428 14 8 189 19 7 0 17 5 9
7 12 13 100 12 438 16 9 172 20 5 NA 15 11 9
7 13 15 99 23 444 8 9 189 16 6 NA 9 4 8
13 18 13 107 14 451 8 7 172 16 3 0 8 7 9
11 17 14 93 11 450 10 7 170 18 3 0 8 10 8
12 19 11 112 25 444 7 3 169 16 4 0 16 9 9
22 19 12 99 12 440 7 6 169 33 4 0 14 12 8
19 15 15 93 22 457 7 3 160 23 3 NA 7 9 8
8 12 12 97 24 445 8 2 172 11 7 0 14 5 9
16 17 13 101 27 457 10 5 177 14 6 0 15 4 8
15 16 12 104 29 454 11 5 167 22 6 0 8 7 9
11 17 12 100 26 435 7 10 157 17 6 0 8 5 8
11 14 13 107 14 444 15 8 160 27 6 0 14 6 8
17 8 13 100 25 437 6 1 164 14 6 NA 15 9 9
14 16 11 107 26 442 6 9 152 21 5 NA 16 4 9
10 8 14 101 23 446 9 8 167 28 7 0 14 4 8
12 17 14 126 26 444 8 5 170 14 5 0 15 4 9
9 15 14 97 24 447 13 5 147 19 5 0 7 11 9
4 6 15 97 27 454 14 5 157 17 5 0 14 9 8
10 15 14 114 25 455 3 9 168 17 7 NA 14 3 8
8 9 11 109 29 423 7 10 157 12 7 NA 7 6 9
8 14 12 100 23 442 17 5 177 26 3 0 8 5 9
7 15 12 94 21 449 12 6 161 22 7 NA 15 9 9
12 15 14 101 26 446 9 2 174 21 7 0 8 5 8
9 17 10 103 25 432 4 3 183 27 3 NA 14 9 9
10 16 12 104 23 437 11 9 173 15 7 NA 15 10 9
7 14 12 104 23 447 7 5 165 17 3 0 16 4 9
9 7 13 101 24 447 15 5 158 20 5 0 8 8 9
16 17 15 110 22 460 9 7 163 15 5 0 17 13 8
7 14 11 103 27 445 18 5 168 18 7 0 7 4 9
17 6 13 107 29 452 7 7 152 16 3 0 8 5 8
15 13 14 93 25 437 8 5 173 19 3 0 13 7 8
9 6 13 99 11 437 12 3 153 17 5 NA 8 8 9
8 13 13 112 25 432 10 2 173 13 3 0 11 5 8
15 15 11 94 12 448 3 6 171 12 7 0 15 11 9
9 16 12 106 23 430 8 5 183 15 5 0 15 9 9
5 12 15 104 25 450 7 7 166 24 3 0 8 9 9
10 17 15 113 27 447 16 5 180 18 7 NA 8 9 7
10 16 15 102 29 459 10 3 170 17 2 0 15 10 8
7 15 14 122 23 440 5 4 174 23 7 0 15 4 9
22 18 15 100 24 429 12 7 171 19 7 0 15 7 9
16 15 13 121 27 445 14 3 159 17 5 NA 15 7 9
13 14 12 93 29 426 11 7 165 16 3 0 15 5 9
17 16 12 110 19 443 21 1 177 30 3 NA 15 8 9
11 19 14 109 29 444 9 7 165 11 3 NA 9 11 8
12 14 14 98 13 422 13 6 145 23 5 NA 8 4 9
10 16 14 112 29 437 15 2 167 21 7 NA 14 7 8
10 20 13 91 25 460 15 8 167 21 6 NA 6 10 8
10 13 13 94 28 446 18 4 202 19 5 NA 15 11 8
15 15 13 101 24 457 7 6 143 17 5 0 13 6 9
7 14 14 110 13 441 10 6 157 16 4 0 15 6 9
13 14 12 113 26 451 11 3 156 13 7 0 15 6 9
8 15 12 100 27 448 7 3 182 11 3 NA 8 10 8
14 8 14 94 21 444 6 3 165 17 2 0 15 7 9
18 16 14 100 24 421 14 3 163 23 3 0 15 11 9
7 10 12 113 23 440 10 8 159 9 7 0 16 7 8
13 12 14 97 12 431 9 9 162 26 6 0 16 6 9
10 15 15 100 26 444 8 6 160 9 5 NA 15 7 8
5 16 15 104 24 436 11 3 151 16 7 0 16 9 9
6 8 13 92 24 444 15 9 161 18 5 NA 8 8 9
5 14 14 107 29 428 7 7 162 17 3 0 7 4 8
10 15 13 123 27 437 13 5 169 16 7 0 14 8 9
13 13 15 103 25 443 13 6 154 13 6 NA 7 4 8
10 7 13 92 22 444 11 7 171 14 6 0 7 9 8
10 13 11 103 25 416 9 4 172 10 3 0 13 5 9
5 13 15 93 28 443 6 3 164 23 5 NA 13 7 9
6 13 13 115 25 435 11 5 175 24 3 0 16 5 8
12 14 12 103 25 443 6 9 182 19 6 NA 15 4 9
11 16 13 83 27 441 20 7 167 13 3 0 16 9 8
11 18 11 104 13 435 13 7 87 28 7 0 15 9 8
5 7 13 99 11 450 10 7 173 16 2 0 11 7 9
16 15 15 119 25 449 14 6 165 9 7 0 6 7 9
20 13 14 96 14 446 9 7 169 11 3 0 7 5 9
13 15 14 104 28 454 6 6 150 21 5 NA 17 7 8
14 17 15 101 23 440 10 10 169 22 3 0 15 6 9
4 7 16 90 13 436 11 7 169 14 5 NA 8 5 9
10 18 13 94 25 426 8 2 173 14 6 NA 14 5 8
19 17 14 93 25 453 15 2 161 18 6 0 13 3 8
18 9 12 105 25 432 12 4 182 17 3 0 15 8 9
14 14 12 122 25 434 13 6 163 16 7 NA 8 9 9
17 15 13 103 27 442 6 5 167 19 5 NA 8 8 8
17 12 14 102 13 435 14 5 173 24 6 NA 15 9 8
9 15 15 98 24 456 7 3 155 23 5 0 7 9 8
13 7 15 102 23 434 5 6 162 9 3 NA 15 5 9
15 15 13 95 12 438 11 7 156 12 2 0 7 9 8
12 17 12 100 25 431 11 3 161 20 3 NA 17 11 9
15 13 12 102 25 424 9 7 173 6 6 0 16 9 9
11 7 14 94 27 431 19 9 171 12 7 NA 7 6 8
12 15 12 87 27 433 13 8 162 12 5 0 7 10 8
10 6 13 104 25 447 10 10 152 14 3 NA 14 5 8
16 13 13 104 12 452 7 4 162 22 3 0 13 5 9
10 17 14 107 12 452 13 1 155 9 7 0 15 7 9
10 14 15 95 11 425 8 9 185 14 3 0 13 4 8
14 16 13 109 23 446 9 5 172 27 3 0 15 9 8
12 17 15 111 11 412 11 7 166 26 6 0 14 11 8
9 15 11 108 28 437 3 7 171 16 5 0 15 4 9
9 11 12 91 24 435 13 7 171 16 7 NA 15 6 8
11 6 12 103 25 423 14 3 164 16 7 0 14 8 9
