"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 19 0.03 NA 0.97 NA 11 3 11 3 100 1.73
"2" "kukd" 139 0.01 NA 0.99 NA 98 17 101 10 100 1.42
"3" "kuku" 876 0 0 1 NA 595 43 590 47 100 1.47
"4" "pkd" 299 0 0 1 NA 257 13 255 12 100 1.16
"5" "pku" 1102 0.01 NA 0.99 NA 963 75 963 51 100 1.14
"6" "pp" 4469 0 0 1 NA 3501 79 3502 76 100 1.28
"7" "tdkd" 12 0.73 NA 0.32 NA 14 4 14 4 100 0.86
"8" "tdku" 18 0.68 NA 0.4 NA 20 6 20 6 100 0.9
"9" "tdp" 325 0.94 NA 0.0600000000000001 NA 346 24 346 17 100 0.94
"10" "tdtd" 10 0.97 NA 0.04 NA 16 4 16 4 100 0.62
"11" "tukd" 48 0.7 NA 0.33 NA 53 9 53 9 100 0.91
"12" "tuku" 1 0.43 NA 0.84 NA 1 1 0 0 100 1
"13" "tup" 297 0.68 NA 0.33 NA 307 34 312 27 100 0.97
"14" "tutd" 66 0.6 NA 0.42 NA 67 13 69 12 100 0.99
"15" "tutu" 2397 0 0 1 NA 1548 80 1549 77 100 1.55
