"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
8 108 577 239 971 3545 20 11 370 11 51 0 320 71 1606
7 95 631 251 984 3430 11 42 337 16 47 0 319 82 1417
12 108 602 254 1070 3492 17 23 334 20 47 0 341 82 1654
8 108 578 247 955 3400 17 19 322 13 75 NA 336 65 1520
8 113 592 252 1006 3428 21 13 361 17 54 NA 318 81 1631
11 99 590 261 874 3407 18 16 380 14 61 0 376 61 1494
7 102 643 244 990 3606 9 28 353 17 38 1 310 67 1408
12 110 696 274 1064 3529 11 13 339 22 51 4 297 82 1459
20 145 660 275 990 3457 12 20 355 19 45 3 303 77 1466
12 103 630 268 1079 3738 11 22 332 18 45 NA 318 72 1498
13 80 544 259 918 3403 11 18 380 16 59 0 313 71 1483
13 111 642 271 936 3661 16 18 332 14 56 1 314 64 1384
13 106 600 261 1012 3545 19 19 337 14 62 2 384 62 1484
7 88 570 255 947 3585 4 24 361 13 55 0 330 81 1503
13 103 597 257 948 3319 19 18 335 23 66 0 343 70 1521
13 108 622 242 942 3451 11 15 344 12 53 NA 152 93 1564
10 98 636 289 996 3447 8 21 355 16 50 NA 313 69 1656
15 102 546 238 868 3490 12 27 342 21 61 1 261 61 1546
12 104 554 269 938 3410 6 30 376 12 54 2 267 46 1524
11 75 591 239 935 3577 14 19 347 18 73 1 337 87 1491
9 81 609 259 963 3523 16 21 355 12 41 1 273 75 1557
12 107 633 268 1065 3538 16 25 354 11 42 NA 341 38 1539
11 96 559 239 985 3546 20 19 346 12 52 NA 312 70 1661
9 106 676 249 1079 3450 21 23 348 24 61 4 364 50 1507
9 117 674 282 975 3526 19 25 345 12 43 NA 256 66 1590
13 42 623 265 1006 3545 14 8 347 20 52 0 277 49 1513
9 87 466 255 795 3349 10 14 361 19 43 NA 283 59 1334
20 110 567 288 1003 3464 21 27 359 21 46 NA 323 68 1547
6 63 568 246 1005 3559 17 24 356 13 61 3 249 54 1576
14 101 633 257 1110 3601 14 18 327 13 46 1 284 61 1488
14 109 617 267 1082 3438 14 20 364 15 45 1 307 70 1452
6 95 639 269 986 3430 15 24 353 15 55 0 263 71 1542
14 101 648 288 925 3521 12 13 326 19 62 1 340 69 1589
8 114 632 268 949 3452 13 16 341 14 59 0 301 59 1608
11 98 553 259 897 3461 16 8 317 13 57 NA 262 57 1510
13 95 586 250 956 3517 16 13 346 17 61 1 296 87 1590
15 93 607 254 1078 3676 9 23 347 13 54 1 324 64 1625
13 102 640 251 933 3466 10 18 351 11 48 1 324 81 1510
7 97 622 263 957 3550 13 29 330 16 42 0 303 31 1589
9 101 539 253 875 3543 17 21 361 13 54 NA 331 75 1436
13 122 584 257 865 3451 15 28 345 13 58 5 153 80 1704
12 107 610 251 941 3428 10 23 334 17 55 0 299 79 1648
14 103 624 270 840 3392 15 18 359 18 64 0 328 57 1549
8 102 590 253 990 3612 23 24 359 14 40 NA 346 55 1587
20 94 500 235 941 3524 15 23 354 15 54 0 288 58 1424
13 95 644 268 1078 3556 18 16 339 15 56 NA 281 65 1555
5 124 649 266 1099 3477 17 14 362 14 48 NA 293 67 1569
16 99 570 236 978 3449 13 23 356 14 42 NA 325 49 1523
9 103 586 286 948 3408 14 14 318 24 48 NA 346 35 1706
8 105 619 244 997 3550 22 40 365 18 52 NA 290 38 1669
10 102 574 237 929 3577 8 23 381 20 40 NA 316 75 1621
12 99 571 258 980 3300 11 27 328 14 58 2 315 58 1430
13 99 540 252 881 3474 7 17 376 18 53 1 336 55 1492
11 93 623 269 946 3456 16 16 332 15 64 1 290 76 1512
13 101 574 276 914 3467 12 11 363 10 62 NA 294 84 1522
10 91 578 252 905 3562 11 16 336 20 55 4 323 81 1533
8 100 541 248 943 3488 23 23 367 24 53 1 290 71 1625
14 76 669 270 1069 3484 15 15 344 17 47 1 291 76 1424
11 73 622 252 963 3525 10 22 348 15 60 1 320 67 1575
11 96 585 257 848 3423 13 28 346 7 58 NA 301 77 1549
9 94 544 253 966 3526 16 23 340 18 58 0 290 66 1404
7 109 583 250 1008 3606 18 21 350 17 42 NA 365 71 1583
8 108 572 250 1005 3496 17 15 342 14 35 1 335 76 1602
11 108 604 263 964 3407 11 13 342 20 45 0 341 38 1473
13 102 624 279 1020 3465 17 19 329 14 46 NA 287 68 1455
11 84 584 268 1029 3606 14 15 363 9 54 1 279 23 1559
8 45 598 267 1005 3563 8 4 345 17 55 1 282 51 1602
8 53 653 243 959 3471 19 22 345 21 41 NA 300 67 1597
7 93 557 259 976 3444 22 19 357 14 52 3 366 50 1521
8 109 595 245 879 3376 7 21 333 17 42 NA 336 56 1527
18 132 655 251 963 3500 21 21 344 13 63 1 320 73 1474
9 83 574 238 985 3505 15 16 330 18 61 2 308 83 1498
11 111 577 263 924 3545 20 31 339 19 64 3 311 70 1574
15 110 542 253 960 3524 14 29 353 12 53 2 298 49 1462
13 117 611 233 938 3380 14 16 359 16 51 1 323 70 1730
10 66 564 239 927 3538 18 19 348 17 25 NA 283 77 1480
9 107 588 258 998 3560 16 13 369 16 41 1 289 60 1589
6 93 549 259 976 3616 13 19 392 19 49 NA 321 74 1598
10 121 529 253 896 3568 17 18 345 17 50 NA 319 65 1520
15 99 587 260 965 3515 14 24 330 13 55 0 299 86 1540
11 103 579 262 898 3474 12 26 400 19 50 4 318 70 1575
13 112 636 278 970 3497 16 23 330 16 72 NA 288 52 1589
16 88 699 259 1096 3518 16 10 307 15 62 NA 320 62 1566
11 110 498 249 848 3579 13 18 335 17 71 NA 310 61 1701
10 82 531 253 905 3585 5 17 331 21 51 1 312 76 1470
13 102 648 249 956 3394 11 20 167 9 41 NA 325 86 1557
9 99 547 247 944 3487 8 10 322 19 38 0 322 61 1492
18 43 554 246 554 3630 16 21 353 19 50 NA 288 79 1758
10 93 605 247 996 3437 13 15 339 11 49 1 325 71 1683
8 115 607 248 986 3637 7 25 375 12 45 NA 291 75 1436
11 90 566 251 1041 3525 15 25 355 14 57 1 304 89 1568
16 123 635 236 916 3489 21 23 336 15 47 NA 334 58 1552
14 95 583 255 916 3578 5 19 341 20 53 0 279 76 1586
14 92 567 269 1042 3585 14 8 360 20 61 1 313 71 1569
15 92 589 238 945 3503 16 21 363 21 44 0 298 53 1613
17 96 556 272 908 3508 13 24 351 18 56 1 260 73 1491
10 92 555 247 938 3533 21 20 334 21 56 0 308 64 1588
9 102 610 264 978 3448 4 12 348 19 55 2 313 84 1616
10 84 622 266 956 3339 19 22 351 15 72 NA 309 73 1657
9 104 607 253 1048 3464 14 20 329 13 56 3 312 67 1641
