"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 58 19 56 19 100 3.69
"2" "kukd" 432 0 0 1 NA 228 30 231 21 100 1.89
"3" "kuku" 2049 0 0 1 NA 1198 69 1203 79 100 1.71
"4" "pkd" 963 0 0 1 NA 500 34 499 35 100 1.93
"5" "pku" 2240 0 0 1 NA 1509 82 1504 82 100 1.48
"6" "pp" 17671 0 0 1 NA 5230 128 5242 120 100 3.38
"7" "tdkd" 87 0.1 NA 0.91 NA 63 18 61 15 100 1.38
"8" "tdku" 72 0 0 1 NA 39 9 37 10 100 1.85
"9" "tdp" 1179 0 0 1 NA 672 37 666 34 100 1.75
"10" "tdtd" 229 0.13 NA 0.88 NA 175 43 171 44 100 1.31
"11" "tukd" 107 0.45 NA 0.57 NA 104 18 104 16 100 1.03
"12" "tuku" 1 0.71 NA 0.57 NA 2 2 1 1 100 0.5
"13" "tup" 566 0.01 NA 0.99 NA 471 36 468 39 100 1.2
"14" "tutd" 120 0.44 NA 0.57 NA 118 18 117 13 100 1.02
"15" "tutu" 4171 0 0 1 NA 2991 97 2983 95 100 1.39
