"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 15 9 14 10 100 9
"2" "kukd" 126 0 0 1 NA 38 10 39 9 100 3.32
"3" "kuku" 489 0 0 1 NA 160 16 159 15 100 3.06
"4" "pkd" 291 0 0 1 NA 86 14 84 10 100 3.38
"5" "pku" 530 0 0 1 NA 204 23 206 22 100 2.6
"6" "pp" 7762 0 0 1 NA 750 30 747 23 100 10.35
"7" "tdkd" 11 0.18 NA 0.84 NA 7 7 5 4 100 1.57
"8" "tdku" 13 0 0 1 NA 4 2 3 3 100 3.25
"9" "tdp" 450 0 0 1 NA 71 11 71 10 100 6.34
"10" "tdtd" 98 0 0 1 NA 14 12 13 10 100 7
"11" "tukd" 15 0.49 NA 0.61 NA 15 5 14 4 100 1
"12" "tuku" 0 1 NA 0.88 NA 0 0 0 0 100 NA
"13" "tup" 75 0.02 NA 1 NA 53 11 53 9 100 1.42
"14" "tutd" 13 0.21 NA 0.84 NA 9 4 9 4 100 1.44
"15" "tutu" 636 0 0 1 NA 300 24 300 22 100 2.12
