"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
55 122 1317 514 1638 5344 49 48 659 158 115 3 544 105 3001
73 270 1252 589 1458 5341 58 34 685 178 88 NA 426 110 3054
67 258 1344 498 1572 5278 66 41 706 180 111 2 549 114 3171
37 205 1122 548 1612 5628 82 40 733 173 116 2 498 97 3066
53 222 1186 488 1563 5545 34 62 716 187 65 1 449 110 3265
59 264 1299 481 1574 5332 64 36 693 235 121 NA 504 113 3129
73 201 1390 495 1693 5403 46 26 648 119 109 1 475 118 3097
32 206 1201 541 1545 5572 71 17 723 185 95 2 537 87 3288
66 238 1288 524 1592 5568 56 42 721 277 128 1 454 106 3058
45 227 1240 513 1413 5484 51 29 698 161 120 NA 464 113 3248
41 218 1262 549 1565 5511 61 29 647 166 98 NA 523 83 3250
39 232 1275 527 1549 5377 39 35 656 212 104 1 466 99 3133
52 235 1209 578 1446 5406 79 44 739 226 116 1 499 110 3139
82 212 1268 518 1587 5414 63 41 674 264 87 3 499 101 3046
55 294 1256 555 1528 5353 63 34 720 134 115 2 493 70 3047
43 203 1175 520 1515 5418 76 39 710 137 82 1 511 112 3167
53 249 1210 537 1565 5495 56 57 628 187 107 4 481 96 2896
54 224 1136 460 1479 5434 87 36 660 162 111 NA 464 117 3096
49 232 1256 506 1492 5361 37 34 642 186 119 NA 476 87 3314
81 211 1270 547 1533 5502 70 40 652 191 117 1 474 102 3179
57 241 1410 491 1631 5551 55 41 662 242 100 NA 555 111 3041
65 291 1278 548 1766 5512 63 20 683 185 116 1 496 96 3269
42 220 1326 558 1417 5185 69 55 725 168 51 NA 500 106 3001
69 199 1279 518 1588 5667 63 29 659 107 105 NA 415 93 3012
45 277 1267 534 1634 5446 100 42 715 137 102 2 489 117 3170
42 195 1124 568 1538 5456 61 19 666 104 107 3 547 130 3030
74 254 1248 549 1583 5302 64 45 658 135 110 NA 473 123 3384
62 232 1157 512 1533 5486 125 45 723 156 90 NA 525 119 3251
58 287 1298 563 1778 5505 63 40 736 131 89 NA 454 114 3264
71 227 1123 509 1520 5524 74 48 742 149 112 1 455 120 2950
56 245 1208 453 1575 5333 69 45 694 138 102 5 487 112 3181
57 241 1138 459 1507 5545 89 45 821 227 102 NA 504 93 3087
75 234 1358 597 1632 5395 51 27 721 248 112 1 452 100 3167
82 282 1206 556 1399 5358 58 30 712 215 94 3 503 123 3029
43 216 1131 515 1418 5463 63 40 671 153 134 NA 485 90 3145
73 227 1299 605 1699 5673 32 27 695 145 92 9 482 132 2960
46 203 1333 521 1738 5413 65 41 665 192 132 3 499 125 3141
53 213 1261 520 1526 5317 81 41 686 125 146 NA 502 117 3139
50 247 1248 556 1598 5429 85 42 688 159 101 2 487 118 3106
67 237 1215 539 1593 5450 49 50 752 179 103 1 503 97 3190
30 213 1223 490 1432 5492 74 31 681 190 110 1 514 126 3145
88 257 1249 510 1565 5625 83 56 761 164 113 4 510 122 3385
47 225 1261 496 1626 5312 73 48 725 239 49 1 465 101 3178
49 209 1174 498 1668 5377 56 42 716 217 92 NA 527 113 3242
42 256 1276 568 1667 5457 57 35 698 165 95 NA 477 123 3068
39 202 1205 488 1638 5240 47 39 636 161 117 2 543 130 3334
78 285 1329 589 1605 5388 21 38 640 301 119 5 505 109 3027
32 205 1247 510 1377 5316 50 69 703 103 123 3 468 102 3240
46 223 1297 471 1548 5418 47 52 719 130 117 NA 444 97 3253
53 238 1324 521 1662 5352 40 31 717 159 108 1 529 95 3208
83 251 1188 546 1524 5604 70 37 675 230 138 1 517 98 3033
46 228 1384 523 1633 5593 70 30 671 201 90 NA 503 101 2911
106 261 1258 490 1708 5526 53 38 653 135 110 NA 533 123 3071
56 230 1259 495 1586 5371 74 31 683 120 124 NA 492 100 3151
46 209 1339 488 1654 5484 41 25 686 152 103 3 526 120 3067
41 229 1283 555 1620 5634 65 39 641 156 114 1 500 93 3145
31 255 1204 458 1493 5444 82 50 681 298 114 1 485 123 3105
50 211 1324 498 1468 5397 77 49 645 234 90 NA 439 94 3107
41 277 1259 537 1396 5220 144 39 799 194 128 1 452 135 3143
37 213 1157 526 1521 5511 41 42 747 165 158 3 501 101 2987
64 239 1233 477 1578 5417 120 41 658 197 100 5 466 105 3081
36 250 1246 519 1519 5387 40 23 704 179 144 NA 548 118 3277
81 260 1271 572 1683 5630 86 35 669 202 124 NA 453 119 3199
36 263 1173 468 1556 5520 73 31 731 140 115 NA 443 103 3264
46 279 1245 553 1685 5682 59 31 689 190 104 4 531 115 3277
77 255 1231 543 1487 5562 47 44 640 185 102 3 535 85 3198
57 232 1284 517 1362 5264 54 35 634 172 101 2 493 117 3280
60 281 1214 494 1576 5604 56 26 711 287 82 NA 459 88 3044
34 285 1314 552 1613 5418 63 40 689 198 112 1 480 132 3320
67 266 1217 495 1584 5404 61 18 678 156 108 1 458 130 3087
55 237 1177 548 1540 5463 54 23 676 262 135 5 516 121 3065
32 234 1276 527 1673 5601 70 55 720 200 128 2 497 131 3121
96 229 1307 490 1745 5254 68 36 633 207 96 2 490 115 3271
65 233 1233 538 1530 5574 80 40 632 148 98 NA 539 90 3080
96 258 1240 552 1473 5665 62 34 701 156 114 1 498 102 3130
53 221 1164 560 1584 5341 37 24 670 177 92 3 483 111 3114
60 223 1233 533 1490 5237 75 37 689 210 109 1 502 107 3111
48 195 1258 499 1699 5274 52 48 651 114 90 NA 434 124 3128
47 331 1256 561 1407 5345 71 33 671 164 121 1 534 141 3249
58 261 1236 511 1486 5557 82 48 650 185 112 NA 508 98 2919
47 219 1279 594 1788 5609 53 32 682 139 104 2 474 129 3011
40 218 1181 535 1484 5483 48 42 734 191 95 NA 510 95 3031
47 267 1218 486 1498 5629 65 38 686 188 102 1 462 95 3123
75 316 1296 549 1637 5305 68 46 669 179 78 NA 536 113 3183
71 279 1312 538 1655 5510 101 43 717 199 126 1 482 52 3143
56 205 1204 498 1577 5555 44 43 739 214 101 1 523 101 3108
58 183 1296 496 1590 5308 78 59 705 182 101 1 531 99 3161
77 248 1304 517 1554 5344 51 36 659 200 112 NA 457 136 3008
85 252 1274 544 1678 5445 79 28 676 231 78 1 552 95 3146
63 257 1223 546 1528 5390 56 39 673 172 108 1 435 76 3046
70 222 1262 537 1700 5327 51 29 710 144 109 3 489 106 3276
29 243 1251 480 1500 5449 53 46 633 161 103 NA 509 93 3018
79 219 1241 541 1574 5572 46 30 654 234 113 NA 474 114 3174
46 237 1195 498 1536 5405 83 46 730 131 89 1 582 96 3121
78 273 1182 565 1690 5625 56 28 712 153 106 1 447 109 2970
69 217 1289 520 1618 5312 78 44 741 174 134 NA 500 103 3066
80 224 1349 468 1769 5543 47 30 764 177 100 NA 550 136 3126
47 201 1259 519 1513 5425 58 38 645 120 121 NA 479 76 3197
54 177 1318 489 1586 5371 59 50 648 192 131 NA 493 100 3306
75 254 1332 516 1618 5489 89 49 750 146 113 1 551 97 3018
