"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 181 0 0 1 NA 47 18 43 16 100 3.85
"2" "kukd" 330 0 0 1 NA 172 25 174 22 100 1.92
"3" "kuku" 1611 0 0 1 NA 872 53 874 50 100 1.85
"4" "pkd" 836 0 0 1 NA 337 29 335 27 100 2.48
"5" "pku" 1768 0 0 1 NA 1071 106 1077 73 100 1.65
"6" "pp" 16104 0 0 1 NA 3209 86 3212 92 100 5.02
"7" "tdkd" 40 0.37 NA 0.65 NA 36 12 35 12 100 1.11
"8" "tdku" 39 0 0 1 NA 23 7 23 7 100 1.7
"9" "tdp" 885 0 0 1 NA 392 35 396 33 100 2.26
"10" "tdtd" 99 0.13 NA 0.87 NA 75 20 72 20 100 1.32
"11" "tukd" 57 0.54 NA 0.49 NA 58 11 58 12 100 0.98
"12" "tuku" 1 0.56 NA 0.73 NA 1 1 1 1 100 1
"13" "tup" 329 0 0 1 NA 232 30 232 24 100 1.42
"14" "tutd" 62 0.37 NA 0.69 NA 58 11 58 11 100 1.07
"15" "tutu" 1650 0 0 1 NA 1037 63 1038 64 100 1.59
