"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 46 19 44 19 100 4.04
"2" "kukd" 329 0 0 1 NA 158 22 157 21 100 2.08
"3" "kuku" 1477 0 0 1 NA 782 48 786 47 100 1.89
"4" "pkd" 762 0 0 1 NA 350 25 348 23 100 2.18
"5" "pku" 1598 0 0 1 NA 971 70 976 54 100 1.65
"6" "pp" 14731 0 0 1 NA 3407 81 3411 65 100 4.32
"7" "tdkd" 73 0.04 NA 0.96 NA 44 14 42 14 100 1.66
"8" "tdku" 51 0 0 1 NA 23 7 22 8 100 2.22
"9" "tdp" 920 0 0 1 NA 424 28 425 31 100 2.17
"10" "tdtd" 170 0.04 NA 0.97 NA 103 33 102 36 100 1.65
"11" "tukd" 71 0.48 NA 0.58 NA 69 12 70 12 100 1.03
"12" "tuku" 1 0.48 NA 0.87 NA 1 1 0 0 100 1
"13" "tup" 345 0 0 1 NA 285 33 289 24 100 1.21
"14" "tutd" 67 0.59 NA 0.45 NA 69 13 68 8 100 0.97
"15" "tutu" 2593 0 0 1 NA 1711 78 1699 69 100 1.52
