"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 36 0 0 1 NA 12 5 11 4 100 3
"2" "kukd" 95 0 0 1 NA 45 10 46 10 100 2.11
"3" "kuku" 324 0 0 1 NA 135 16 134 16 100 2.4
"4" "pkd" 175 0 0 1 NA 55 12 57 11 100 3.18
"5" "pku" 266 0 0 1 NA 100 15 100 13 100 2.66
"6" "pp" 1883 0 0 1 NA 306 27 305 26 100 6.15
"7" "tdkd" 33 0 0 1 NA 9 4 9 4 100 3.67
"8" "tdku" 15 0.02 NA 0.99 NA 5 3 5 3 100 3
"9" "tdp" 101 0 0 1 NA 49 10 50 10 100 2.06
"10" "tdtd" 38 0 0 1 NA 18 7 18 7 100 2.11
"11" "tukd" 23 0.1 NA 0.94 NA 16 5 17 5 100 1.44
"12" "tuku" 0 1 NA 0.83 NA 0 1 0 0 100 NA
"13" "tup" 104 0 0 1 NA 44 10 44 10 100 2.36
"14" "tutd" 15 0.24 NA 0.84 NA 11 5 11 4 100 1.36
"15" "tutu" 236 0 0 1 NA 169 17 166 19 100 1.4
