"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 204 0 0 1 NA 54 17 53 17 100 3.78
"2" "kukd" 399 0 0 1 NA 205 25 207 20 100 1.95
"3" "kuku" 1873 0 0 1 NA 1059 55 1066 58 100 1.77
"4" "pkd" 901 0 0 1 NA 444 28 444 24 100 2.03
"5" "pku" 2031 0 0 1 NA 1330 67 1324 59 100 1.53
"6" "pp" 16685 0 0 1 NA 4636 104 4628 99 100 3.6
"7" "tdkd" 82 0.08 NA 0.93 NA 56 17 53 16 100 1.46
"8" "tdku" 65 0 0 1 NA 34 9 34 9 100 1.91
"9" "tdp" 1082 0 0 1 NA 584 47 583 44 100 1.85
"10" "tdtd" 221 0.04 NA 0.97 NA 150 39 144 33 100 1.47
"11" "tukd" 99 0.32 NA 0.71 NA 92 16 92 12 100 1.08
"12" "tuku" 1 0.59 NA 0.71 NA 1 2 1 1 100 1
"13" "tup" 497 0.01 NA 0.99 NA 408 34 404 32 100 1.22
"14" "tutd" 102 0.5 NA 0.53 NA 103 17 102 19 100 0.99
"15" "tutu" 3575 0 0 1 NA 2502 84 2502 67 100 1.43
