"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 59 19 58 16 100 3.63
"2" "kukd" 432 0 0 1 NA 235 26 236 24 100 1.84
"3" "kuku" 2049 0 0 1 NA 1223 60 1215 64 100 1.68
"4" "pkd" 963 0 0 1 NA 498 38 498 30 100 1.93
"5" "pku" 2240 0 0 1 NA 1517 111 1524 89 100 1.48
"6" "pp" 17671 0 0 1 NA 5247 120 5267 98 100 3.37
"7" "tdkd" 87 0.11 NA 0.9 NA 62 20 61 22 100 1.4
"8" "tdku" 72 0 0 1 NA 38 9 38 7 100 1.89
"9" "tdp" 1179 0 0 1 NA 673 37 669 34 100 1.75
"10" "tdtd" 229 0.11 NA 0.89 NA 175 42 168 44 100 1.31
"11" "tukd" 107 0.57 NA 0.45 NA 108 17 109 15 100 0.99
"12" "tuku" 1 0.65 NA 0.74 NA 1 2 1 1 100 1
"13" "tup" 566 0 0 1 NA 470 49 472 37 100 1.2
"14" "tutd" 120 0.46 NA 0.57 NA 119 18 118 18 100 1.01
"15" "tutu" 4171 0 0 1 NA 2998 109 2994 102 100 1.39
