"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 12 5 11 4 100 3.08
"2" "kukd" 21 0.01 NA 1 NA 14 3 15 3 100 1.5
"3" "kuku" 12 0.08 NA 1 NA 10 1 11 1 100 1.2
"4" "pkd" 128 0 0 1 NA 78 9 79 7 100 1.64
"5" "pku" 12 0.8 NA 0.2 NA 17 4 19 1 100 0.71
"6" "pp" 193 0 0 1 NA 122 6 122 7 100 1.58
"7" "tdkd" 28 0.18 NA 0.86 NA 21 7 21 7 100 1.33
"8" "tdku" 10 0.09 NA 0.97 NA 7 2 7 3 100 1.43
"9" "tdp" 100 0.01 NA 1 NA 82 11 83 9 100 1.22
"10" "tdtd" 34 0.2 NA 0.82 NA 28 8 28 7 100 1.21
"11" "tukd" 8 0.69 NA 0.41 NA 9 3 9 3 100 0.89
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 19 0.08 NA 1 NA 15 3 15 3 100 1.27
"14" "tutd" 4 1 NA 0.03 NA 10 3 10 3 100 0.4
"15" "tutu" 11 0.26 NA 0.93 NA 10 1 10 1 100 1.1
