"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 45 0 0 1 NA 20 8 20 9 100 2.25
"2" "kukd" 100 0 0 1 NA 54 13 53 12 100 1.85
"3" "kuku" 113 0 0 1 NA 67 11 67 10 100 1.69
"4" "pkd" 94 0 0 1 NA 30 9 31 9 100 3.13
"5" "pku" 105 0 0 1 NA 60 12 62 10 100 1.75
"6" "pp" 3363 0 0 1 NA 132 16 133 18 100 25.48
"7" "tdkd" 1 0.34 NA 0.9 NA 1 1 0 0 100 1
"8" "tdku" 0 1 NA 0.87 NA 0 0 0 0 100 NA
"9" "tdp" 38 0 0 1 NA 14 5 14 6 100 2.71
"10" "tdtd" 17 0.09 NA 0.92 NA 12 5 12 4 100 1.42
"11" "tukd" 0 1 NA 0.58 NA 0 1 0 0 100 NA
"12" "tuku" 0 1 NA 0.97 NA 0 0 0 0 100 NA
"13" "tup" 39 0 0 1 NA 6 3 5 3 100 6.5
"14" "tutd" 11 0.36 NA 0.73 NA 9 3 9 4 100 1.22
"15" "tutu" 40 0.01 NA 0.99 NA 23 6 24 6 100 1.74
