"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 109 0 0 1 NA 11 8 10 7 100 9.91
"2" "kukd" 78 0 0 1 NA 22 7 22 6 100 3.55
"3" "kuku" 296 0 0 1 NA 82 11 82 12 100 3.61
"4" "pkd" 177 0 0 1 NA 43 10 42 8 100 4.12
"5" "pku" 320 0 0 1 NA 97 14 96 13 100 3.3
"6" "pp" 5271 0 0 1 NA 368 21 367 16 100 14.32
"7" "tdkd" 7 0.11 NA 0.89 NA 4 6 2 1 100 1.75
"8" "tdku" 7 0 0 1 NA 1 1 1 1 100 7
"9" "tdp" 262 0 0 1 NA 32 8 32 7 100 8.19
"10" "tdtd" 86 0 0 1 NA 6 6 4 4 100 14.33
"11" "tukd" 5 0.78 NA 0.33 NA 7 3 7 3 100 0.71
"12" "tuku" 0 1 NA 0.9 NA 0 0 0 0 100 NA
"13" "tup" 40 0 0 1 NA 25 5 25 4 100 1.6
"14" "tutd" 6 0.21 NA 0.86 NA 4 2 4 2 100 1.5
"15" "tutu" 349 0 0 1 NA 151 14 150 16 100 2.31
