"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 57 18 53 15 100 3.67
"2" "kukd" 414 0 0 1 NA 216 31 216 24 100 1.92
"3" "kuku" 1935 0 0 1 NA 1112 59 1111 54 100 1.74
"4" "pkd" 924 0 0 1 NA 471 41 472 29 100 1.96
"5" "pku" 2103 0 0 1 NA 1409 80 1400 81 100 1.49
"6" "pp" 17027 0 0 1 NA 4815 101 4818 106 100 3.54
"7" "tdkd" 84 0.07 NA 0.93 NA 57 17 53 13 100 1.47
"8" "tdku" 70 0 0 1 NA 35 9 34 9 100 2
"9" "tdp" 1111 0 0 1 NA 612 38 609 36 100 1.82
"10" "tdtd" 223 0.08 NA 0.92 NA 164 39 165 42 100 1.36
"11" "tukd" 102 0.31 NA 0.72 NA 96 13 96 12 100 1.06
"12" "tuku" 1 0.64 NA 0.74 NA 1 2 1 1 100 1
"13" "tup" 521 0 0 1 NA 430 28 427 29 100 1.21
"14" "tutd" 110 0.48 NA 0.53 NA 109 19 107 16 100 1.01
"15" "tutu" 3800 0 0 1 NA 2681 102 2674 98 100 1.42
