"group" "motif_type" "counts" "total_count"
"1" "others" 2 62
"1" "others" 3 14
"1" "others" 4 10
"1" "others" 5 6
"1" "others" 6 1
"1" "others" 7 1
"1" "others" 8 3
"1" "others" 9 2
"1" "others" 10 1
"1" "others" 11 4
"1" "others" 12 2
"1" "others" 15 2
"1" "others" 16 1
"1" "others" 32 1
"1" "protein_complexes" 2 427
"1" "protein_complexes" 3 72
"1" "protein_complexes" 4 23
"1" "protein_complexes" 5 8
"1" "protein_complexes" 6 4
"1" "protein_complexes" 7 3
"1" "protein_complexes" 8 1
"1" "protein_complexes" 10 1
"1" "regulatory_triplets" 2 181
"1" "regulatory_triplets" 3 27
"1" "regulatory_triplets" 4 9
"1" "regulatory_triplets" 5 3
"1" "regulatory_triplets" 8 2
"1" "regulatory_triplets" 10 1
"1" "signaling_triplets" 2 224
"1" "signaling_triplets" 3 45
"1" "signaling_triplets" 4 14
"1" "signaling_triplets" 5 4
"1" "signaling_triplets" 7 1
"1" "signaling_triplets" 8 1
"1" "signaling_triplets" 10 1
"2" "others" 2 72
"2" "others" 3 17
"2" "others" 4 6
"2" "others" 5 7
"2" "others" 6 3
"2" "others" 7 2
"2" "others" 8 3
"2" "others" 9 2
"2" "others" 10 2
"2" "others" 11 1
"2" "others" 13 1
"2" "others" 16 2
"2" "others" 27 1
"2" "protein_complexes" 2 414
"2" "protein_complexes" 3 65
"2" "protein_complexes" 4 19
"2" "protein_complexes" 5 6
"2" "protein_complexes" 6 10
"2" "protein_complexes" 9 1
"2" "regulatory_triplets" 2 191
"2" "regulatory_triplets" 3 21
"2" "regulatory_triplets" 4 8
"2" "regulatory_triplets" 5 4
"2" "regulatory_triplets" 6 2
"2" "regulatory_triplets" 10 2
"2" "regulatory_triplets" 11 1
"2" "signaling_triplets" 2 218
"2" "signaling_triplets" 3 50
"2" "signaling_triplets" 4 17
"2" "signaling_triplets" 5 9
"2" "signaling_triplets" 6 4
"2" "signaling_triplets" 7 2
"2" "signaling_triplets" 9 1
"2" "signaling_triplets" 10 1
"2" "signaling_triplets" 13 1
"3" "others" 2 68
"3" "others" 3 19
"3" "others" 4 12
"3" "others" 5 11
"3" "others" 6 3
"3" "others" 7 4
"3" "others" 8 3
"3" "others" 9 1
"3" "others" 10 1
"3" "others" 12 2
"3" "others" 21 1
"3" "others" 22 1
"3" "others" 37 1
"3" "protein_complexes" 2 441
"3" "protein_complexes" 3 89
"3" "protein_complexes" 4 27
"3" "protein_complexes" 5 5
"3" "protein_complexes" 6 11
"3" "protein_complexes" 7 1
"3" "protein_complexes" 8 1
"3" "protein_complexes" 16 1
"3" "regulatory_triplets" 2 184
"3" "regulatory_triplets" 3 18
"3" "regulatory_triplets" 4 6
"3" "regulatory_triplets" 5 6
"3" "regulatory_triplets" 6 3
"3" "regulatory_triplets" 9 3
"3" "regulatory_triplets" 16 1
"3" "signaling_triplets" 2 224
"3" "signaling_triplets" 3 59
"3" "signaling_triplets" 4 12
"3" "signaling_triplets" 5 1
"3" "signaling_triplets" 6 2
"3" "signaling_triplets" 9 1
"3" "signaling_triplets" 11 1
"3" "signaling_triplets" 14 1
"4" "others" 2 64
"4" "others" 3 25
"4" "others" 4 14
"4" "others" 5 9
"4" "others" 6 3
"4" "others" 7 2
"4" "others" 8 2
"4" "others" 9 1
"4" "others" 10 2
"4" "others" 11 1
"4" "others" 12 1
"4" "others" 13 1
"4" "others" 14 1
"4" "others" 15 2
"4" "others" 23 1
"4" "others" 27 1
"4" "others" 34 1
"4" "protein_complexes" 2 370
"4" "protein_complexes" 3 66
"4" "protein_complexes" 4 17
"4" "protein_complexes" 5 9
"4" "protein_complexes" 6 3
"4" "protein_complexes" 7 2
"4" "regulatory_triplets" 2 164
"4" "regulatory_triplets" 3 23
"4" "regulatory_triplets" 4 11
"4" "regulatory_triplets" 5 3
