"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 61 18 59 20 100 3.51
"2" "kukd" 438 0 0 1 NA 242 29 240 24 100 1.81
"3" "kuku" 2103 0 0 1 NA 1249 60 1248 56 100 1.68
"4" "pkd" 981 0 0 1 NA 525 28 530 28 100 1.87
"5" "pku" 2297 0 0 1 NA 1577 84 1564 71 100 1.46
"6" "pp" 18008 0 0 1 NA 5471 114 5472 110 100 3.29
"7" "tdkd" 88 0.0600000000000001 NA 0.95 NA 64 16 66 16 100 1.38
"8" "tdku" 76 0 0 1 NA 40 11 39 10 100 1.9
"9" "tdp" 1205 0 0 1 NA 697 38 698 38 100 1.73
"10" "tdtd" 231 0.17 NA 0.85 NA 187 45 183 50 100 1.24
"11" "tukd" 111 0.51 NA 0.51 NA 109 14 111 13 100 1.02
"12" "tuku" 1 0.67 NA 0.65 NA 1 2 1 1 100 1
"13" "tup" 583 0 0 1 NA 494 36 490 36 100 1.18
"14" "tutd" 123 0.6 NA 0.42 NA 126 19 128 19 100 0.98
"15" "tutu" 4391 0 0 1 NA 3165 105 3163 85 100 1.39
