"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 63 22 61 22 100 3.4
"2" "kukd" 438 0 0 1 NA 241 36 245 30 100 1.82
"3" "kuku" 2103 0 0 1 NA 1250 68 1254 69 100 1.68
"4" "pkd" 981 0 0 1 NA 521 31 520 30 100 1.88
"5" "pku" 2297 0 0 1 NA 1579 77 1576 83 100 1.45
"6" "pp" 18008 0 0 1 NA 5478 102 5481 116 100 3.29
"7" "tdkd" 88 0.13 NA 0.89 NA 65 20 62 21 100 1.35
"8" "tdku" 76 0 0 1 NA 37 10 38 10 100 2.05
"9" "tdp" 1205 0 0 1 NA 694 38 694 32 100 1.74
"10" "tdtd" 231 0.1 NA 0.9 NA 179 45 175 46 100 1.29
"11" "tukd" 111 0.5 NA 0.52 NA 112 17 110 19 100 0.99
"12" "tuku" 1 0.74 NA 0.6 NA 2 2 1 1 100 0.5
"13" "tup" 583 0.03 NA 0.98 NA 490 45 490 37 100 1.19
"14" "tutd" 123 0.55 NA 0.46 NA 126 20 126 19 100 0.98
"15" "tutu" 4391 0 0 1 NA 3157 109 3150 93 100 1.39
