"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 57 18 56 17 100 3.75
"2" "kukd" 432 0 0 1 NA 229 30 234 24 100 1.89
"3" "kuku" 2049 0 0 1 NA 1209 57 1210 53 100 1.69
"4" "pkd" 963 0 0 1 NA 499 38 504 29 100 1.93
"5" "pku" 2240 0 0 1 NA 1513 111 1518 68 100 1.48
"6" "pp" 17671 0 0 1 NA 5257 115 5246 116 100 3.36
"7" "tdkd" 87 0.14 NA 0.88 NA 63 19 61 15 100 1.38
"8" "tdku" 72 0 0 1 NA 39 10 39 10 100 1.85
"9" "tdp" 1179 0 0 1 NA 670 34 670 35 100 1.76
"10" "tdtd" 229 0.19 NA 0.81 NA 178 50 174 51 100 1.29
"11" "tukd" 107 0.49 NA 0.54 NA 104 16 106 11 100 1.03
"12" "tuku" 1 0.68 NA 0.68 NA 1 2 1 1 100 1
"13" "tup" 566 0.01 NA 0.99 NA 472 50 476 39 100 1.2
"14" "tutd" 120 0.5 NA 0.52 NA 122 19 120 16 100 0.98
"15" "tutu" 4171 0 0 1 NA 2973 111 2984 94 100 1.4
