"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 51 17 50 17 100 3.94
"2" "kukd" 365 0 0 1 NA 188 20 187 16 100 1.94
"3" "kuku" 1646 0 0 1 NA 901 52 900 50 100 1.83
"4" "pkd" 826 0 0 1 NA 404 26 406 25 100 2.04
"5" "pku" 1786 0 0 1 NA 1127 62 1130 57 100 1.58
"6" "pp" 15595 0 0 1 NA 3899 86 3888 82 100 4
"7" "tdkd" 76 0.11 NA 0.89 NA 52 18 50 15 100 1.46
"8" "tdku" 56 0 0 1 NA 29 8 28 10 100 1.93
"9" "tdp" 995 0 0 1 NA 485 30 482 28 100 2.05
"10" "tdtd" 186 0.0600000000000001 NA 0.94 NA 121 38 110 30 100 1.54
"11" "tukd" 86 0.28 NA 0.74 NA 80 12 80 11 100 1.07
"12" "tuku" 1 0.57 NA 0.75 NA 1 1 1 1 100 1
"13" "tup" 411 0 0 1 NA 334 31 333 31 100 1.23
"14" "tutd" 82 0.52 NA 0.56 NA 82 19 82 16 100 1
"15" "tutu" 3014 0 0 1 NA 2038 77 2033 74 100 1.48
