"group" "motif_type" "counts" "total_count"
"1" "others" 2 59
"1" "others" 3 14
"1" "others" 4 5
"1" "others" 5 4
"1" "others" 6 2
"1" "others" 7 2
"1" "others" 8 1
"1" "others" 9 1
"1" "others" 11 1
"1" "others" 12 1
"1" "others" 16 1
"1" "others" 20 1
"1" "others" 59 1
"1" "protein_complexes" 2 415
"1" "protein_complexes" 3 76
"1" "protein_complexes" 4 18
"1" "protein_complexes" 5 7
"1" "protein_complexes" 6 5
"1" "protein_complexes" 7 1
"1" "protein_complexes" 11 1
"1" "regulatory_triplets" 2 182
"1" "regulatory_triplets" 3 28
"1" "regulatory_triplets" 4 10
"1" "regulatory_triplets" 5 1
"1" "regulatory_triplets" 6 3
"1" "regulatory_triplets" 8 1
"1" "regulatory_triplets" 12 1
"1" "signaling_triplets" 2 235
"1" "signaling_triplets" 3 46
"1" "signaling_triplets" 4 16
"1" "signaling_triplets" 5 8
"1" "signaling_triplets" 6 2
"1" "signaling_triplets" 7 2
"1" "signaling_triplets" 9 1
"1" "signaling_triplets" 13 1
"2" "others" 2 67
"2" "others" 3 20
"2" "others" 4 9
"2" "others" 5 10
"2" "others" 6 2
"2" "others" 8 2
"2" "others" 9 3
"2" "others" 12 1
"2" "others" 13 1
"2" "others" 33 1
"2" "protein_complexes" 2 404
"2" "protein_complexes" 3 62
"2" "protein_complexes" 4 38
"2" "protein_complexes" 5 6
"2" "protein_complexes" 6 5
"2" "protein_complexes" 7 3
"2" "protein_complexes" 8 2
"2" "protein_complexes" 10 1
"2" "protein_complexes" 13 1
"2" "regulatory_triplets" 2 196
"2" "regulatory_triplets" 3 26
"2" "regulatory_triplets" 4 8
"2" "regulatory_triplets" 5 1
"2" "regulatory_triplets" 6 2
"2" "regulatory_triplets" 7 3
"2" "signaling_triplets" 2 215
"2" "signaling_triplets" 3 35
"2" "signaling_triplets" 4 11
"2" "signaling_triplets" 5 6
"2" "signaling_triplets" 6 4
"2" "signaling_triplets" 7 1
"2" "signaling_triplets" 8 1
"3" "others" 2 45
"3" "others" 3 18
"3" "others" 4 8
"3" "others" 5 5
"3" "others" 6 6
"3" "others" 7 1
"3" "others" 8 4
"3" "others" 10 2
"3" "others" 11 2
"3" "others" 13 2
"3" "protein_complexes" 2 398
"3" "protein_complexes" 3 78
"3" "protein_complexes" 4 29
"3" "protein_complexes" 5 7
"3" "protein_complexes" 6 4
"3" "protein_complexes" 7 1
"3" "protein_complexes" 10 1
"3" "protein_complexes" 14 1
"3" "regulatory_triplets" 2 197
"3" "regulatory_triplets" 3 20
"3" "regulatory_triplets" 4 5
"3" "regulatory_triplets" 5 5
"3" "regulatory_triplets" 6 3
"3" "regulatory_triplets" 13 1
"3" "signaling_triplets" 2 259
"3" "signaling_triplets" 3 32
"3" "signaling_triplets" 4 12
"3" "signaling_triplets" 5 4
"3" "signaling_triplets" 6 1
"3" "signaling_triplets" 7 1
"3" "signaling_triplets" 9 1
"3" "signaling_triplets" 10 1
"4" "others" 2 68
"4" "others" 3 28
"4" "others" 4 7
"4" "others" 5 5
"4" "others" 6 1
"4" "others" 7 2
"4" "others" 8 2
"4" "others" 9 2
"4" "others" 12 1
"4" "others" 23 1
"4" "others" 31 1
"4" "protein_complexes" 2 446
"4" "protein_complexes" 3 79
"4" "protein_complexes" 4 23
"4" "protein_complexes" 5 13
"4" "protein_complexes" 6 3
"4" "protein_complexes" 7 3
"4" "protein_complexes" 9 1
"4" "protein_complexes" 10 2
"4" "regulatory_triplets" 2 196
"4" "regulatory_triplets" 3 39
"4" "regulatory_triplets" 4 12
"4" "regulatory_triplets" 5 4
"4" "regulatory_triplets" 6 1
"4" "signaling_triplets" 2 237
"4" "signaling_triplets" 3 45
"4" "signaling_triplets" 4 20
"4" "signaling_triplets" 5 1
"4" "signaling_triplets" 6 2
"4" "signaling_triplets" 7 3
"4" "signaling_triplets" 8 3
"4" "signaling_triplets" 15 1
"5" "others" 2 67
"5" "others" 3 21
"5" "others" 4 16
"5" "others" 5 3
"5" "others" 6 3
"5" "others" 7 2
"5" "others" 8 1
"5" "others" 9 1
"5" "others" 10 1
"5" "others" 14 1
"5" "others" 15 2
"5" "others" 19 1
"5" "others" 20 1
"5" "protein_complexes" 2 435
"5" "protein_complexes" 3 79
"5" "protein_complexes" 4 31
"5" "protein_complexes" 5 8
"5" "protein_complexes" 6 4
"5" "protein_complexes" 7 3
"5" "regulatory_triplets" 2 208
"5" "regulatory_triplets" 3 30
"5" "regulatory_triplets" 4 7
"5" "regulatory_triplets" 5 4
"5" "regulatory_triplets" 6 2
"5" "regulatory_triplets" 7 2
"5" "regulatory_triplets" 12 1
"5" "signaling_triplets" 2 241
"5" "signaling_triplets" 3 52
"5" "signaling_triplets" 4 12
"5" "signaling_triplets" 5 7
"5" "signaling_triplets" 6 4
"5" "signaling_triplets" 7 2
"5" "signaling_triplets" 8 1
"5" "signaling_triplets" 9 1
"6" "others" 2 80
"6" "others" 3 20
"6" "others" 4 6
"6" "others" 5 5
"6" "others" 6 7
"6" "others" 7 1
"6" "others" 8 1
"6" "others" 9 3
"6" "others" 11 1
"6" "others" 13 1
"6" "others" 15 1
"6" "others" 19 1
"6" "protein_complexes" 2 442
"6" "protein_complexes" 3 75
"6" "protein_complexes" 4 22
"6" "protein_complexes" 5 7
"6" "protein_complexes" 6 3
"6" "protein_complexes" 7 2
"6" "protein_complexes" 10 1
"6" "protein_complexes" 18 1
"6" "regulatory_triplets" 2 171
"6" "regulatory_triplets" 3 28
"6" "regulatory_triplets" 4 9
"6" "regulatory_triplets" 5 3
"6" "regulatory_triplets" 6 1
"6" "regulatory_triplets" 7 2
"6" "regulatory_triplets" 9 1
"6" "signaling_triplets" 2 256
"6" "signaling_triplets" 3 39
"6" "signaling_triplets" 4 6
"6" "signaling_triplets" 5 4
"6" "signaling_triplets" 8 2
"7" "others" 2 47
"7" "others" 3 14
"7" "others" 4 14
"7" "others" 5 4
"7" "others" 6 3
"7" "others" 7 3
"7" "others" 9 1
"7" "others" 10 3
"7" "others" 13 2
"7" "others" 15 1
"7" "others" 16 1
"7" "others" 17 1
"7" "protein_complexes" 2 384
"7" "protein_complexes" 3 59
"7" "protein_complexes" 4 16
"7" "protein_complexes" 5 6
"7" "protein_complexes" 6 4
"7" "protein_complexes" 7 2
"7" "protein_complexes" 9 1
"7" "protein_complexes" 14 1
"7" "regulatory_triplets" 2 185
"7" "regulatory_triplets" 3 27
"7" "regulatory_triplets" 4 11
"7" "regulatory_triplets" 5 5
"7" "regulatory_triplets" 7 1
"7" "signaling_triplets" 2 230
"7" "signaling_triplets" 3 47
"7" "signaling_triplets" 4 10
"7" "signaling_triplets" 5 5
"7" "signaling_triplets" 7 3
"7" "signaling_triplets" 8 1
"7" "signaling_triplets" 18 1
"8" "others" 2 69
"8" "others" 3 20
"8" "others" 4 14
"8" "others" 5 4
"8" "others" 6 5
"8" "others" 7 3
"8" "others" 8 2
"8" "others" 10 1
"8" "others" 12 1
"8" "others" 13 1
"8" "others" 14 2
"8" "others" 15 1
"8" "others" 23 1
"8" "protein_complexes" 2 394
"8" "protein_complexes" 3 77
"8" "protein_complexes" 4 10
"8" "protein_complexes" 5 10
"8" "protein_complexes" 6 6
"8" "protein_complexes" 7 2
"8" "protein_complexes" 8 1
"8" "regulatory_triplets" 2 184
"8" "regulatory_triplets" 3 34
"8" "regulatory_triplets" 4 10
"8" "regulatory_triplets" 5 7
"8" "regulatory_triplets" 6 2
"8" "regulatory_triplets" 7 1
"8" "regulatory_triplets" 12 1
"8" "regulatory_triplets" 15 1
"8" "signaling_triplets" 2 228
"8" "signaling_triplets" 3 53
"8" "signaling_triplets" 4 13
"8" "signaling_triplets" 5 2
"8" "signaling_triplets" 6 2
"8" "signaling_triplets" 8 1
"8" "signaling_triplets" 14 1
"9" "others" 2 73
"9" "others" 3 20
"9" "others" 4 11
"9" "others" 5 10
"9" "others" 6 6
"9" "others" 7 6
"9" "others" 10 1
"9" "others" 11 2
"9" "others" 12 2
"9" "others" 15 1
"9" "others" 18 1
"9" "others" 21 1
"9" "others" 38 1
"9" "protein_complexes" 2 404
"9" "protein_complexes" 3 70
"9" "protein_complexes" 4 16
"9" "protein_complexes" 5 9
"9" "protein_complexes" 6 2
"9" "protein_complexes" 7 1
"9" "protein_complexes" 9 1
"9" "regulatory_triplets" 2 171
"9" "regulatory_triplets" 3 35
"9" "regulatory_triplets" 4 10
"9" "regulatory_triplets" 5 1
"9" "regulatory_triplets" 8 1
"9" "signaling_triplets" 2 247
"9" "signaling_triplets" 3 47
"9" "signaling_triplets" 4 10
"9" "signaling_triplets" 5 5
"9" "signaling_triplets" 6 4
"10" "others" 2 71
"10" "others" 3 18
"10" "others" 4 12
"10" "others" 5 5
"10" "others" 6 1
"10" "others" 7 5
"10" "others" 8 3
"10" "others" 9 1
"10" "others" 12 1
"10" "others" 13 1
"10" "others" 22 1
"10" "protein_complexes" 2 395
"10" "protein_complexes" 3 70
"10" "protein_complexes" 4 18
"10" "protein_complexes" 5 5
"10" "protein_complexes" 6 1
"10" "protein_complexes" 7 1
"10" "protein_complexes" 15 1
"10" "protein_complexes" 20 1
"10" "regulatory_triplets" 2 179
"10" "regulatory_triplets" 3 20
"10" "regulatory_triplets" 4 8
"10" "regulatory_triplets" 5 3
"10" "regulatory_triplets" 6 4
"10" "regulatory_triplets" 9 1
"10" "signaling_triplets" 2 234
"10" "signaling_triplets" 3 48
"10" "signaling_triplets" 4 18
"10" "signaling_triplets" 5 5
"10" "signaling_triplets" 6 6
"10" "signaling_triplets" 7 1
"10" "signaling_triplets" 9 1
"11" "others" 2 80
"11" "others" 3 23
"11" "others" 4 11
"11" "others" 5 3
"11" "others" 6 3
"11" "others" 7 2
"11" "others" 8 1
"11" "others" 10 1
"11" "others" 12 1
"11" "others" 14 1
"11" "others" 28 1
"11" "protein_complexes" 2 398
"11" "protein_complexes" 3 71
"11" "protein_complexes" 4 16
"11" "protein_complexes" 5 8
"11" "protein_complexes" 6 2
"11" "protein_complexes" 7 1
"11" "protein_complexes" 9 2
"11" "regulatory_triplets" 2 197
"11" "regulatory_triplets" 3 31
"11" "regulatory_triplets" 4 3
"11" "regulatory_triplets" 5 7
"11" "regulatory_triplets" 6 2
"11" "regulatory_triplets" 8 2
"11" "regulatory_triplets" 17 1
"11" "regulatory_triplets" 18 1
"11" "signaling_triplets" 2 241
"11" "signaling_triplets" 3 37
"11" "signaling_triplets" 4 11
"11" "signaling_triplets" 5 7
"11" "signaling_triplets" 6 2
"11" "signaling_triplets" 7 2
"11" "signaling_triplets" 11 1
"11" "signaling_triplets" 13 1
"12" "others" 2 68
"12" "others" 3 17
"12" "others" 4 11
"12" "others" 5 5
"12" "others" 6 3
"12" "others" 7 2
"12" "others" 8 1
"12" "others" 9 3
"12" "others" 10 1
"12" "others" 11 2
"12" "others" 12 1
"12" "others" 17 1
"12" "others" 19 1
"12" "protein_complexes" 2 408
"12" "protein_complexes" 3 76
"12" "protein_complexes" 4 26
"12" "protein_complexes" 5 9
"12" "protein_complexes" 6 3
"12" "protein_complexes" 7 2
"12" "protein_complexes" 8 1
"12" "protein_complexes" 20 1
"12" "regulatory_triplets" 2 184
"12" "regulatory_triplets" 3 35
