"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 34 14 32 10 100 5.29
"2" "kukd" 266 0 0 1 NA 127 23 130 19 100 2.09
"3" "kuku" 1216 0 0 1 NA 607 36 608 37 100 2
"4" "pkd" 653 0 0 1 NA 274 30 275 24 100 2.38
"5" "pku" 1320 0 0 1 NA 752 65 751 46 100 1.76
"6" "pp" 13269 0 0 1 NA 2639 67 2638 59 100 5.03
"7" "tdkd" 61 0.04 NA 0.96 NA 33 14 30 13 100 1.85
"8" "tdku" 38 0 0 1 NA 17 6 17 6 100 2.24
"9" "tdp" 766 0 0 1 NA 311 25 310 27 100 2.46
"10" "tdtd" 157 0 0 1 NA 75 30 76 33 100 2.09
"11" "tukd" 53 0.39 NA 0.65 NA 52 8 51 7 100 1.02
"12" "tuku" 0 1 NA 0.59 NA 1 1 0 0 100 0
"13" "tup" 266 0 0 1 NA 208 21 208 19 100 1.28
"14" "tutd" 52 0.39 NA 0.63 NA 49 12 48 13 100 1.06
"15" "tutu" 2005 0 0 1 NA 1231 57 1231 56 100 1.63
