"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 50 17 47 16 100 4.02
"2" "kukd" 365 0 0 1 NA 188 25 188 21 100 1.94
"3" "kuku" 1646 0 0 1 NA 907 48 905 52 100 1.81
"4" "pkd" 826 0 0 1 NA 399 35 400 28 100 2.07
"5" "pku" 1786 0 0 1 NA 1130 69 1142 69 100 1.58
"6" "pp" 15595 0 0 1 NA 3908 91 3905 85 100 3.99
"7" "tdkd" 76 0.07 NA 0.93 NA 53 15 53 16 100 1.43
"8" "tdku" 56 0.01 NA 0.99 NA 30 8 30 9 100 1.87
"9" "tdp" 995 0 0 1 NA 496 28 500 28 100 2.01
"10" "tdtd" 186 0.07 NA 0.93 NA 127 39 122 42 100 1.46
"11" "tukd" 86 0.31 NA 0.69 NA 79 12 78 13 100 1.09
"12" "tuku" 1 0.47 NA 0.85 NA 1 1 0 0 100 1
"13" "tup" 411 0.01 NA 0.99 NA 337 31 338 25 100 1.22
"14" "tutd" 82 0.4 NA 0.63 NA 80 13 78 10 100 1.02
"15" "tutu" 3014 0 0 1 NA 2022 89 2020 111 100 1.49
