"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 188 0 0 1 NA 48 17 46 16 100 3.92
"2" "kukd" 350 0 0 1 NA 175 26 178 20 100 2
"3" "kuku" 1567 0 0 1 NA 856 51 864 56 100 1.83
"4" "pkd" 800 0 0 1 NA 385 28 389 32 100 2.08
"5" "pku" 1701 0 0 1 NA 1066 64 1074 62 100 1.6
"6" "pp" 15175 0 0 1 NA 3653 91 3652 103 100 4.15
"7" "tdkd" 74 0.09 NA 0.91 NA 46 17 44 17 100 1.61
"8" "tdku" 52 0 0 1 NA 27 8 27 9 100 1.93
"9" "tdp" 949 0 0 1 NA 459 28 460 25 100 2.07
"10" "tdtd" 175 0.02 NA 0.98 NA 113 31 113 33 100 1.55
"11" "tukd" 75 0.42 NA 0.63 NA 73 12 72 10 100 1.03
"12" "tuku" 1 0.53 NA 0.8 NA 1 1 1 1 100 1
"13" "tup" 375 0 0 1 NA 306 26 308 27 100 1.23
"14" "tutd" 76 0.49 NA 0.53 NA 77 13 75 12 100 0.99
"15" "tutu" 2807 0 0 1 NA 1865 78 1862 87 100 1.51
