"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.0600000000000001 NA 0.96 NA 25 5 25 6 50 1.32
"2" "kukd" 305 0 0 1 NA 198 14 200 14 50 1.54
"3" "kuku" 1719 0 0 1 NA 1128 59 1124 41 50 1.52
"4" "pkd" 538 0 0 1 NA 408 20 412 24 50 1.32
"5" "pku" 2067 0 0 1 NA 1517 87 1514 50 50 1.36
"6" "pp" 6202 0 0 1 NA 4740 91 4728 83 50 1.31
"7" "tdkd" 35 0.38 NA 0.64 NA 33 7 32 7 50 1.06
"8" "tdku" 52 0.14 NA 0.88 NA 38 11 37 11 50 1.37
"9" "tdp" 545 0.2 NA 0.82 NA 522 24 524 29 50 1.04
"10" "tdtd" 44 0.68 NA 0.36 NA 47 7 48 7 50 0.94
"11" "tukd" 102 0.58 NA 0.44 NA 105 13 104 13 50 0.97
"12" "tuku" 1 0.74 NA 0.64 NA 2 2 1 1 50 0.5
"13" "tup" 541 0.1 NA 0.9 NA 498 36 500 35 50 1.09
"14" "tutd" 114 0.6 NA 0.42 NA 120 17 118 19 50 0.95
"15" "tutu" 4146 0 0 1 NA 3045 99 3050 100 50 1.36
