"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 15 11 12 8 100 9
"2" "kukd" 126 0 0 1 NA 40 11 40 10 100 3.15
"3" "kuku" 489 0 0 1 NA 163 16 163 19 100 3
"4" "pkd" 291 0 0 1 NA 85 14 84 13 100 3.42
"5" "pku" 530 0 0 1 NA 199 22 201 19 100 2.66
"6" "pp" 7762 0 0 1 NA 754 34 756 34 100 10.29
"7" "tdkd" 11 0.2 NA 0.84 NA 7 6 5 4 100 1.57
"8" "tdku" 13 0 0 1 NA 4 2 3 3 100 3.25
"9" "tdp" 450 0 0 1 NA 69 12 69 9 100 6.52
"10" "tdtd" 98 0 0 1 NA 12 12 8 7 100 8.17
"11" "tukd" 15 0.47 NA 0.62 NA 14 5 14 4 100 1.07
"12" "tuku" 0 1 NA 0.85 NA 0 0 0 0 100 NA
"13" "tup" 75 0 0 1 NA 55 9 56 9 100 1.36
"14" "tutd" 13 0.2 NA 0.86 NA 9 4 9 3 100 1.44
"15" "tutu" 636 0 0 1 NA 301 21 301 24 100 2.11
