"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 49 19 46 17 100 4.1
"2" "kukd" 368 0 0 1 NA 186 26 188 23 100 1.98
"3" "kuku" 1717 0 0 1 NA 956 56 958 60 100 1.8
"4" "pkd" 845 0 0 1 NA 413 26 414 27 100 2.05
"5" "pku" 1853 0 0 1 NA 1192 74 1184 65 100 1.55
"6" "pp" 15943 0 0 1 NA 4124 86 4126 91 100 3.87
"7" "tdkd" 78 0.09 NA 0.92 NA 51 16 50 13 100 1.53
"8" "tdku" 57 0 0 1 NA 30 9 30 10 100 1.9
"9" "tdp" 1021 0 0 1 NA 521 30 520 27 100 1.96
"10" "tdtd" 200 0.04 NA 0.96 NA 134 37 127 36 100 1.49
"11" "tukd" 88 0.4 NA 0.62 NA 85 13 83 13 100 1.04
"12" "tuku" 1 0.52 NA 0.79 NA 1 2 1 1 100 1
"13" "tup" 430 0.03 NA 0.97 NA 361 39 364 29 100 1.19
"14" "tutd" 91 0.56 NA 0.49 NA 91 14 92 13 100 1
"15" "tutu" 3201 0 0 1 NA 2190 84 2192 79 100 1.46
