"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 185 0 0 1 NA 39 20 34 17 100 4.74
"2" "kukd" 287 0 0 1 NA 141 22 142 21 100 2.04
"3" "kuku" 1305 0 0 1 NA 676 39 673 38 100 1.93
"4" "pkd" 691 0 0 1 NA 304 29 306 23 100 2.27
"5" "pku" 1416 0 0 1 NA 830 63 830 53 100 1.71
"6" "pp" 13875 0 0 1 NA 2912 81 2906 82 100 4.76
"7" "tdkd" 64 0.05 NA 0.95 NA 38 14 35 11 100 1.68
"8" "tdku" 43 0 0 1 NA 20 7 21 6 100 2.15
"9" "tdp" 818 0 0 1 NA 350 33 353 30 100 2.34
"10" "tdtd" 164 0.02 NA 0.98 NA 83 31 79 30 100 1.98
"11" "tukd" 58 0.53 NA 0.52 NA 57 10 58 9 100 1.02
"12" "tuku" 1 0.36 NA 0.88 NA 1 1 0 0 100 1
"13" "tup" 291 0 0 1 NA 235 28 237 21 100 1.24
"14" "tutd" 55 0.52 NA 0.52 NA 56 11 55 10 100 0.98
"15" "tutu" 2209 0 0 1 NA 1386 59 1375 42 100 1.59
