"group" "motif_type" "counts" "total_count"
"1" "others" 2 58
"1" "others" 3 14
"1" "others" 4 9
"1" "others" 5 2
"1" "others" 6 4
"1" "others" 7 1
"1" "others" 8 4
"1" "others" 9 5
"1" "others" 11 1
"1" "others" 15 1
"1" "protein_complexes" 2 399
"1" "protein_complexes" 3 80
"1" "protein_complexes" 4 18
"1" "protein_complexes" 5 9
"1" "protein_complexes" 6 8
"1" "protein_complexes" 7 1
"1" "protein_complexes" 9 2
"1" "protein_complexes" 11 1
"1" "protein_complexes" 24 1
"1" "regulatory_triplets" 2 191
"1" "regulatory_triplets" 3 29
"1" "regulatory_triplets" 4 6
"1" "regulatory_triplets" 5 4
"1" "regulatory_triplets" 6 1
"1" "regulatory_triplets" 7 1
"1" "regulatory_triplets" 11 1
"1" "signaling_triplets" 2 225
"1" "signaling_triplets" 3 44
"1" "signaling_triplets" 4 10
"1" "signaling_triplets" 5 5
"1" "signaling_triplets" 6 2
"1" "signaling_triplets" 7 1
"1" "signaling_triplets" 8 1
"1" "signaling_triplets" 24 1
"2" "others" 2 61
"2" "others" 3 10
"2" "others" 4 5
"2" "others" 5 4
"2" "others" 6 1
"2" "others" 7 5
"2" "others" 8 2
"2" "others" 10 1
"2" "others" 11 1
"2" "others" 12 2
"2" "others" 15 1
"2" "others" 18 1
"2" "others" 23 1
"2" "protein_complexes" 2 413
"2" "protein_complexes" 3 74
"2" "protein_complexes" 4 25
"2" "protein_complexes" 5 6
"2" "protein_complexes" 6 1
"2" "protein_complexes" 7 1
"2" "protein_complexes" 8 3
"2" "protein_complexes" 10 1
"2" "regulatory_triplets" 2 200
"2" "regulatory_triplets" 3 29
"2" "regulatory_triplets" 4 9
"2" "regulatory_triplets" 5 6
"2" "regulatory_triplets" 6 2
"2" "regulatory_triplets" 7 1
"2" "regulatory_triplets" 10 1
"2" "regulatory_triplets" 16 1
"2" "signaling_triplets" 2 236
"2" "signaling_triplets" 3 52
"2" "signaling_triplets" 4 12
"2" "signaling_triplets" 5 9
"2" "signaling_triplets" 6 2
"2" "signaling_triplets" 7 3
"2" "signaling_triplets" 8 1
"3" "others" 2 71
"3" "others" 3 24
"3" "others" 4 16
"3" "others" 5 5
"3" "others" 6 4
"3" "others" 7 1
"3" "others" 8 3
"3" "others" 9 1
"3" "others" 15 2
"3" "others" 18 1
"3" "others" 20 1
"3" "others" 21 1
"3" "others" 29 1
"3" "others" 33 1
"3" "protein_complexes" 2 414
"3" "protein_complexes" 3 68
"3" "protein_complexes" 4 24
"3" "protein_complexes" 5 8
"3" "protein_complexes" 6 3
"3" "regulatory_triplets" 2 158
"3" "regulatory_triplets" 3 27
"3" "regulatory_triplets" 4 3
"3" "regulatory_triplets" 5 2
"3" "regulatory_triplets" 6 1
"3" "regulatory_triplets" 7 1
"3" "regulatory_triplets" 9 1
"3" "signaling_triplets" 2 208
"3" "signaling_triplets" 3 40
"3" "signaling_triplets" 4 13
"3" "signaling_triplets" 5 4
"3" "signaling_triplets" 6 2
"3" "signaling_triplets" 7 3
"4" "others" 2 53
"4" "others" 3 18
"4" "others" 4 9
"4" "others" 5 8
"4" "others" 6 3
"4" "others" 7 1
"4" "others" 8 1
"4" "others" 9 1
"4" "others" 10 1
"4" "others" 11 1
"4" "others" 15 1
"4" "others" 19 2
"4" "others" 31 1
"4" "protein_complexes" 2 402
"4" "protein_complexes" 3 71
"4" "protein_complexes" 4 19
"4" "protein_complexes" 5 10
"4" "protein_complexes" 6 1
"4" "protein_complexes" 7 1
"4" "protein_complexes" 9 2
"4" "protein_complexes" 10 1
"4" "regulatory_triplets" 2 163
"4" "regulatory_triplets" 3 28
"4" "regulatory_triplets" 4 10
"4" "regulatory_triplets" 5 7
"4" "regulatory_triplets" 6 2
"4" "regulatory_triplets" 8 1
"4" "signaling_triplets" 2 232
"4" "signaling_triplets" 3 35
"4" "signaling_triplets" 4 9
"4" "signaling_triplets" 5 6
"4" "signaling_triplets" 6 3
"4" "signaling_triplets" 7 1
"4" "signaling_triplets" 8 2
"5" "others" 2 75
"5" "others" 3 31
"5" "others" 4 6
"5" "others" 5 8
"5" "others" 6 3
"5" "others" 7 4
"5" "others" 9 1
"5" "others" 11 1
"5" "others" 22 1
"5" "others" 32 1
"5" "others" 34 1
"5" "protein_complexes" 2 462
"5" "protein_complexes" 3 61
"5" "protein_complexes" 4 26
"5" "protein_complexes" 5 6
"5" "protein_complexes" 6 11
"5" "protein_complexes" 7 3
"5" "protein_complexes" 9 1
"5" "protein_complexes" 13 1
"5" "regulatory_triplets" 2 188
"5" "regulatory_triplets" 3 28
"5" "regulatory_triplets" 4 10
"5" "regulatory_triplets" 5 3
"5" "regulatory_triplets" 6 2
"5" "regulatory_triplets" 7 3
"5" "regulatory_triplets" 9 1
"5" "regulatory_triplets" 10 1
"5" "regulatory_triplets" 26 1
"5" "signaling_triplets" 2 234
"5" "signaling_triplets" 3 47
"5" "signaling_triplets" 4 14
"5" "signaling_triplets" 5 5
"5" "signaling_triplets" 6 2
"5" "signaling_triplets" 8 2
"5" "signaling_triplets" 9 1
"6" "others" 2 61
"6" "others" 3 13
"6" "others" 4 7
"6" "others" 5 5
"6" "others" 6 3
"6" "others" 7 2
"6" "others" 8 3
"6" "others" 9 3
"6" "others" 10 2
"6" "others" 11 2
"6" "others" 12 2
"6" "others" 13 1
"6" "others" 16 1
"6" "others" 18 1
"6" "others" 21 1
"6" "protein_complexes" 2 408
"6" "protein_complexes" 3 75
"6" "protein_complexes" 4 15
"6" "protein_complexes" 5 10
"6" "protein_complexes" 6 4
"6" "protein_complexes" 7 1
"6" "protein_complexes" 8 2
"6" "protein_complexes" 9 1
"6" "regulatory_triplets" 2 200
"6" "regulatory_triplets" 3 22
"6" "regulatory_triplets" 4 7
"6" "regulatory_triplets" 5 4
"6" "regulatory_triplets" 6 2
"6" "regulatory_triplets" 10 1
"6" "signaling_triplets" 2 225
"6" "signaling_triplets" 3 55
"6" "signaling_triplets" 4 12
"6" "signaling_triplets" 5 2
"6" "signaling_triplets" 6 1
"6" "signaling_triplets" 11 1
"7" "others" 2 63
"7" "others" 3 13
"7" "others" 4 7
"7" "others" 5 3
"7" "others" 6 5
"7" "others" 7 3
"7" "others" 8 1
"7" "others" 9 1
"7" "others" 10 1
"7" "others" 11 4
"7" "others" 15 1
"7" "others" 17 1
"7" "others" 25 1
"7" "protein_complexes" 2 413
"7" "protein_complexes" 3 92
"7" "protein_complexes" 4 22
"7" "protein_complexes" 5 6
"7" "protein_complexes" 6 3
"7" "protein_complexes" 7 1
"7" "protein_complexes" 9 1
"7" "regulatory_triplets" 2 171
"7" "regulatory_triplets" 3 21
"7" "regulatory_triplets" 4 10
"7" "regulatory_triplets" 5 3
"7" "regulatory_triplets" 6 4
"7" "regulatory_triplets" 8 1
"7" "signaling_triplets" 2 234
"7" "signaling_triplets" 3 46
"7" "signaling_triplets" 4 10
"7" "signaling_triplets" 5 8
"7" "signaling_triplets" 6 6
"7" "signaling_triplets" 7 2
"8" "others" 2 65
"8" "others" 3 24
"8" "others" 4 8
"8" "others" 5 4
"8" "others" 6 4
"8" "others" 8 1
"8" "others" 9 3
"8" "others" 12 1
"8" "others" 15 2
"8" "others" 18 1
"8" "others" 20 1
"8" "protein_complexes" 2 393
"8" "protein_complexes" 3 79
"8" "protein_complexes" 4 22
"8" "protein_complexes" 5 11
"8" "protein_complexes" 6 6
"8" "protein_complexes" 7 1
"8" "protein_complexes" 8 2
"8" "protein_complexes" 9 1
"8" "protein_complexes" 10 1
"8" "protein_complexes" 15 1
"8" "regulatory_triplets" 2 183
"8" "regulatory_triplets" 3 21
"8" "regulatory_triplets" 4 7
"8" "regulatory_triplets" 5 3
"8" "regulatory_triplets" 8 1
"8" "signaling_triplets" 2 216
"8" "signaling_triplets" 3 45
"8" "signaling_triplets" 4 6
"8" "signaling_triplets" 5 6
"8" "signaling_triplets" 6 1
"8" "signaling_triplets" 9 1
"9" "others" 2 75
"9" "others" 3 15
"9" "others" 4 8
"9" "others" 5 2
"9" "others" 6 2
"9" "others" 7 5
"9" "others" 8 2
"9" "others" 9 2
"9" "others" 10 3
"9" "others" 11 2
"9" "others" 14 1
"9" "others" 17 1
"9" "others" 28 1
"9" "others" 44 1
"9" "protein_complexes" 2 400
"9" "protein_complexes" 3 87
"9" "protein_complexes" 4 22
"9" "protein_complexes" 5 13
"9" "protein_complexes" 6 5
"9" "protein_complexes" 7 6
"9" "protein_complexes" 8 1
"9" "protein_complexes" 18 1
"9" "regulatory_triplets" 2 195
"9" "regulatory_triplets" 3 28
"9" "regulatory_triplets" 4 13
"9" "regulatory_triplets" 5 5
"9" "regulatory_triplets" 6 4
"9" "regulatory_triplets" 7 3
"9" "regulatory_triplets" 8 1
"9" "regulatory_triplets" 10 2
"9" "signaling_triplets" 2 236
"9" "signaling_triplets" 3 50
"9" "signaling_triplets" 4 17
"9" "signaling_triplets" 5 4
"9" "signaling_triplets" 6 1
"9" "signaling_triplets" 7 1
"9" "signaling_triplets" 8 1
"9" "signaling_triplets" 9 1
"9" "signaling_triplets" 20 1
"10" "others" 2 60
"10" "others" 3 21
"10" "others" 4 4
"10" "others" 5 4
"10" "others" 6 6
"10" "others" 7 6
"10" "others" 8 2
"10" "others" 9 1
"10" "others" 10 2
"10" "others" 12 1
"10" "others" 13 1
"10" "others" 20 1
"10" "others" 21 1
"10" "others" 22 1
"10" "others" 23 1
"10" "others" 27 1
"10" "others" 33 1
"10" "others" 57 1
"10" "protein_complexes" 2 410
"10" "protein_complexes" 3 91
"10" "protein_complexes" 4 20
"10" "protein_complexes" 5 6
"10" "protein_complexes" 6 5
"10" "protein_complexes" 7 3
"10" "protein_complexes" 8 2
"10" "regulatory_triplets" 2 175
"10" "regulatory_triplets" 3 35
"10" "regulatory_triplets" 4 6
"10" "regulatory_triplets" 5 3
"10" "regulatory_triplets" 6 1
"10" "regulatory_triplets" 7 2
"10" "regulatory_triplets" 8 1
"10" "regulatory_triplets" 12 2
"10" "signaling_triplets" 2 233
"10" "signaling_triplets" 3 45
"10" "signaling_triplets" 4 11
"10" "signaling_triplets" 5 6
"10" "signaling_triplets" 6 3
"10" "signaling_triplets" 7 1
"10" "signaling_triplets" 9 1
"11" "others" 2 50
"11" "others" 3 23
"11" "others" 4 9
"11" "others" 5 7
"11" "others" 6 4
"11" "others" 7 3
"11" "others" 9 1
"11" "others" 10 3
"11" "others" 11 1
"11" "others" 13 1
"11" "others" 23 1
"11" "others" 25 1
"11" "others" 33 1
"11" "others" 36 1
"11" "protein_complexes" 2 415
"11" "protein_complexes" 3 76
"11" "protein_complexes" 4 22
"11" "protein_complexes" 5 10
"11" "protein_complexes" 6 2
"11" "protein_complexes" 7 1
"11" "protein_complexes" 8 1
"11" "regulatory_triplets" 2 176
"11" "regulatory_triplets" 3 26
