"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 45 0 0 1 NA 22 8 20 7 100 2.05
"2" "kukd" 100 0 0 1 NA 58 13 57 13 100 1.72
"3" "kuku" 113 0 0 1 NA 64 11 63 10 100 1.77
"4" "pkd" 94 0 0 1 NA 30 7 30 7 100 3.13
"5" "pku" 105 0 0 1 NA 56 14 56 13 100 1.88
"6" "pp" 3363 0 0 1 NA 129 16 129 15 100 26.07
"7" "tdkd" 1 0.4 NA 0.87 NA 1 1 0 0 100 1
"8" "tdku" 0 1 NA 0.89 NA 0 0 0 0 100 NA
"9" "tdp" 38 0 0 1 NA 15 5 15 6 100 2.53
"10" "tdtd" 17 0.12 NA 0.93 NA 11 4 12 5 100 1.55
"11" "tukd" 0 1 NA 0.62 NA 0 1 0 0 100 NA
"12" "tuku" 0 1 NA 0.92 NA 0 0 0 0 100 NA
"13" "tup" 39 0 0 1 NA 6 3 6 3 100 6.5
"14" "tutd" 11 0.31 NA 0.77 NA 9 3 9 3 100 1.22
"15" "tutu" 40 0 0 1 NA 23 6 22 5 100 1.74
