"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 129 0 0 1 NA 36 11 34 11 100 3.58
"2" "kukd" 316 0 0 1 NA 104 18 108 14 100 3.04
"3" "kuku" 1097 0 0 1 NA 315 28 314 30 100 3.48
"4" "pkd" 612 0 0 1 NA 80 11 80 12 100 7.65
"5" "pku" 1177 0 0 1 NA 263 31 266 31 100 4.48
"6" "pp" 13890 0 0 1 NA 474 30 471 30 100 29.3
"7" "tdkd" 28 0.01 NA 1 NA 9 5 8 4 100 3.11
"8" "tdku" 50 0 0 1 NA 8 5 8 5 100 6.25
"9" "tdp" 592 0 0 1 NA 62 12 62 12 100 9.55
"10" "tdtd" 41 0 0 1 NA 15 5 14 4 100 2.73
"11" "tukd" 17 0 0 1 NA 8 3 8 3 100 2.12
"12" "tuku" 0 1 NA 0.95 NA 0 0 0 0 100 NA
"13" "tup" 173 0 0 1 NA 26 7 25 6 100 6.65
"14" "tutd" 21 0.08 NA 0.93 NA 14 5 13 4 100 1.5
"15" "tutu" 353 0 0 1 NA 70 11 68 12 100 5.04
