"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 9 0.4 NA 0.74 NA 8 3 8 3 100 1.12
"2" "kukd" 155 0 0 1 NA 75 14 78 12 100 2.07
"3" "kuku" 932 0 0 1 NA 449 33 446 32 100 2.08
"4" "pkd" 109 0.49 NA 0.54 NA 106 19 108 13 100 1.03
"5" "pku" 1195 0 0 1 NA 499 42 497 50 100 2.39
"6" "pp" 1478 0 0 1 NA 925 40 923 47 100 1.6
"7" "tdkd" 20 0 0 1 NA 9 3 9 3 100 2.22
"8" "tdku" 30 0 0 1 NA 11 5 11 4 100 2.73
"9" "tdp" 145 0 0 1 NA 107 14 107 13 100 1.36
"10" "tdtd" 11 0.44 NA 0.64 NA 11 3 10 3 100 1
"11" "tukd" 35 0.22 NA 0.81 NA 28 8 27 8 100 1.25
"12" "tuku" 1 0.32 NA 0.94 NA 0 1 0 0 100 Inf
"13" "tup" 146 0 0 1 NA 105 18 106 16 100 1.39
"14" "tutd" 12 1 NA 0.01 NA 27 9 25 7 100 0.44
"15" "tutu" 770 0.1 NA 0.9 NA 719 47 720 49 100 1.07
