"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 35 16 33 19 100 5.14
"2" "kukd" 250 0 0 1 NA 114 22 118 19 100 2.19
"3" "kuku" 1096 0 0 1 NA 542 39 545 42 100 2.02
"4" "pkd" 604 0 0 1 NA 249 25 248 21 100 2.43
"5" "pku" 1185 0 0 1 NA 670 49 667 48 100 1.77
"6" "pp" 12534 0 0 1 NA 2354 67 2343 71 100 5.32
"7" "tdkd" 44 0.09 NA 0.92 NA 27 12 26 13 100 1.63
"8" "tdku" 35 0 0 1 NA 16 5 15 4 100 2.19
"9" "tdp" 703 0 0 1 NA 265 22 263 26 100 2.65
"10" "tdtd" 142 0.02 NA 0.98 NA 59 30 51 26 100 2.41
"11" "tukd" 49 0.32 NA 0.7 NA 45 9 45 7 100 1.09
"12" "tuku" 0 1 NA 0.69 NA 0 1 0 0 100 NA
"13" "tup" 235 0 0 1 NA 180 25 184 17 100 1.31
"14" "tutd" 48 0.25 NA 0.77 NA 42 10 42 10 100 1.14
"15" "tutu" 1805 0 0 1 NA 1071 50 1071 50 100 1.69
