"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 15 0.0600000000000001 NA 0.99 NA 9 3 9 3 100 1.67
"2" "kukd" 104 0 0 1 NA 70 11 70 11 100 1.49
"3" "kuku" 613 0 0 1 NA 394 30 392 32 100 1.56
"4" "pkd" 187 0 0 1 NA 127 12 126 10 100 1.47
"5" "pku" 722 0 0 1 NA 500 64 507 53 100 1.44
"6" "pp" 1764 0 0 1 NA 1382 49 1382 47 100 1.28
"7" "tdkd" 16 0.51 NA 0.53 NA 16 5 16 4 100 1
"8" "tdku" 39 0.04 NA 0.97 NA 20 9 19 7 100 1.95
"9" "tdp" 298 0.02 NA 0.99 NA 257 21 258 16 100 1.16
"10" "tdtd" 21 0.91 NA 0.16 NA 27 5 27 4 100 0.78
"11" "tukd" 26 0.64 NA 0.37 NA 27 7 28 7 100 0.96
"12" "tuku" 0 1 NA 0.69 NA 0 1 0 0 100 NA
"13" "tup" 177 0.0600000000000001 NA 0.94 NA 145 22 144 19 100 1.22
"14" "tutd" 62 0.39 NA 0.63 NA 57 14 58 14 100 1.09
"15" "tutu" 1075 0 0 1 NA 772 46 770 44 100 1.39
