"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 62 20 60 18 100 3.45
"2" "kukd" 438 0 0 1 NA 249 25 250 26 100 1.76
"3" "kuku" 2103 0 0 1 NA 1264 64 1255 50 100 1.66
"4" "pkd" 981 0 0 1 NA 522 31 523 30 100 1.88
"5" "pku" 2297 0 0 1 NA 1594 89 1603 95 100 1.44
"6" "pp" 18008 0 0 1 NA 5473 104 5466 125 100 3.29
"7" "tdkd" 88 0.1 NA 0.91 NA 66 19 64 14 100 1.33
"8" "tdku" 76 0 0 1 NA 40 10 40 10 100 1.9
"9" "tdp" 1205 0 0 1 NA 686 35 683 33 100 1.76
"10" "tdtd" 231 0.08 NA 0.92 NA 176 41 172 31 100 1.31
"11" "tukd" 111 0.47 NA 0.56 NA 110 13 110 10 100 1.01
"12" "tuku" 1 0.62 NA 0.74 NA 1 2 1 1 100 1
"13" "tup" 583 0.01 NA 0.99 NA 498 36 494 32 100 1.17
"14" "tutd" 123 0.52 NA 0.52 NA 123 19 123 21 100 1
"15" "tutu" 4391 0 0 1 NA 3159 120 3165 125 100 1.39
