"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 129 0 0 1 NA 36 13 34 11 100 3.58
"2" "kukd" 316 0 0 1 NA 108 17 108 16 100 2.93
"3" "kuku" 1097 0 0 1 NA 313 27 312 24 100 3.5
"4" "pkd" 612 0 0 1 NA 80 16 81 13 100 7.65
"5" "pku" 1177 0 0 1 NA 260 32 262 24 100 4.53
"6" "pp" 13890 0 0 1 NA 469 31 474 23 100 29.62
"7" "tdkd" 28 0 0 1 NA 9 5 8 5 100 3.11
"8" "tdku" 50 0 0 1 NA 8 5 7 4 100 6.25
"9" "tdp" 592 0 0 1 NA 62 14 63 13 100 9.55
"10" "tdtd" 41 0 0 1 NA 16 6 15 5 100 2.56
"11" "tukd" 17 0 0 1 NA 8 3 9 3 100 2.12
"12" "tuku" 0 1 NA 0.96 NA 0 0 0 0 100 NA
"13" "tup" 173 0 0 1 NA 26 7 27 7 100 6.65
"14" "tutd" 21 0.11 NA 0.92 NA 14 5 14 4 100 1.5
"15" "tutu" 353 0 0 1 NA 68 11 66 12 100 5.19
