"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
76 197 930 461 1221 4051 64 24 608 222 103 310 96 2231 NA
37 202 981 442 1151 4261 32 39 483 187 97 418 82 2243 NA
86 243 954 460 1231 4191 91 40 539 169 109 389 93 2272 NA
60 193 990 410 1238 4207 63 43 600 143 106 203 85 2213 2
60 199 849 438 1139 4132 62 47 534 182 89 367 66 2121 4
57 177 967 420 1196 4205 68 27 485 201 69 320 78 2255 NA
29 192 876 445 1053 4114 48 32 462 119 82 347 85 2170 3
30 152 937 408 1218 4133 40 27 575 82 95 366 65 2055 1
71 205 1034 429 1380 4172 59 29 498 147 78 357 90 2132 1
45 171 938 396 1184 4015 62 37 530 212 76 346 115 2257 1
72 189 994 403 1399 4133 77 30 527 130 63 341 70 2087 1
30 202 983 404 1331 4238 63 18 575 114 86 361 81 2150 NA
32 178 1036 405 1111 3795 52 41 533 166 101 348 96 2229 1
42 180 850 443 1045 4084 62 24 504 137 93 329 104 2101 4
61 190 982 424 1082 3999 61 42 514 93 100 338 110 2124 3
64 174 1003 401 1113 3956 55 17 535 64 93 348 62 2257 NA
38 201 905 415 1189 4195 32 31 541 104 72 359 95 2075 2
47 185 993 381 1330 4170 42 32 479 117 98 372 108 2083 4
62 211 1002 384 1185 3958 74 40 503 123 94 348 98 2189 NA
68 213 878 436 1176 4151 49 23 539 144 91 403 71 2051 1
91 194 917 445 1176 4213 46 27 556 138 99 320 71 2172 NA
79 218 1013 392 1249 4023 71 51 528 146 89 320 100 2254 5
54 186 903 473 1177 4208 29 36 506 121 93 343 96 2237 NA
65 176 1008 406 1203 4039 43 36 532 101 94 396 71 2245 1
56 158 891 438 1223 4176 74 35 547 221 77 386 95 2194 1
92 251 1041 450 1341 4243 34 21 543 243 85 367 92 2244 3
76 233 967 461 1228 4145 59 24 483 139 80 343 75 2093 NA
47 193 976 423 1228 4164 54 27 586 134 93 379 107 2280 1
45 226 956 428 1260 4248 24 28 546 197 73 358 64 2196 3
49 189 1017 384 1234 4147 47 20 504 122 87 324 124 2161 2
27 182 872 325 625 4195 58 24 538 162 85 360 100 2188 1
41 204 902 461 1171 4099 37 27 538 130 59 418 99 2225 1
64 187 1053 380 1214 4240 45 35 551 166 95 360 103 2224 2
59 205 975 415 1106 4048 43 27 510 114 79 326 61 2044 1
89 193 957 450 1139 3920 49 38 505 114 88 371 92 1937 NA
60 177 859 213 1170 4323 48 37 561 122 78 398 78 2265 NA
47 170 936 381 1186 4186 42 36 478 123 89 380 115 2190 NA
37 173 1056 403 1231 4077 53 28 509 125 74 303 93 2263 NA
32 225 919 385 1184 4199 46 31 586 111 87 352 106 2072 NA
40 138 1002 374 1194 4165 40 17 540 194 88 378 96 2164 NA
46 203 979 437 1148 4153 74 31 549 142 99 340 106 2218 2
35 169 1080 367 1232 3985 52 26 534 136 92 366 72 2286 1
61 93 964 429 1271 4215 43 26 493 96 80 326 97 1996 1
61 195 934 395 1110 4028 41 35 467 86 85 345 69 2158 NA
41 209 922 463 1186 4323 69 28 564 145 72 349 90 2158 NA
64 199 942 414 1175 4156 24 20 519 226 101 283 98 2079 NA
38 201 911 418 1202 4095 32 19 483 146 86 358 95 2194 NA
44 195 890 444 1230 4136 39 32 554 127 84 308 75 2099 NA
47 199 902 386 1165 4185 48 32 500 137 87 341 85 2184 NA
30 160 969 410 1158 4210 47 43 537 113 73 385 94 2086 NA
46 186 958 412 1250 4051 37 39 533 143 77 302 69 2097 1
52 215 961 445 1324 4179 74 44 515 151 99 343 85 2202 1
85 206 869 434 1133 4123 65 36 529 122 88 330 68 2318 2
53 198 980 406 1221 4036 37 17 469 85 71 376 85 2105 NA
58 177 1040 366 1168 4087 84 15 534 167 90 375 87 1982 1
33 198 929 402 1118 4190 53 21 543 161 75 310 91 2231 1
42 186 911 403 1101 4200 51 33 550 139 76 331 90 2143 NA
45 173 929 377 1205 4103 43 27 599 114 82 390 103 2483 1
59 217 1022 389 1170 4355 33 29 536 158 90 356 73 2008 NA
65 189 926 410 1120 4012 66 25 541 224 91 368 91 2243 NA
102 258 1041 409 1257 4088 36 33 497 140 80 376 80 2253 1
87 234 965 421 1121 4252 61 31 567 55 73 358 99 2062 3
66 219 952 429 1109 4073 60 23 504 173 98 402 87 2324 3
40 201 932 409 1123 4049 38 40 521 105 63 369 79 2161 NA
35 206 960 414 1263 4078 31 18 500 95 95 343 90 2158 NA
72 201 884 441 1141 4225 54 28 480 89 79 275 75 2276 NA
48 196 976 420 1209 4108 66 43 550 160 66 322 100 2261 NA
91 227 944 444 1223 4224 55 41 515 179 78 346 99 2245 NA
49 193 917 390 1125 3956 48 41 515 163 77 355 108 2232 NA
54 201 898 407 1149 4153 39 27 540 112 79 364 82 2292 2
67 216 969 411 1181 4075 54 36 518 155 84 386 97 2169 NA
62 179 985 486 1225 4069 79 26 614 170 76 423 74 2224 8
38 182 925 437 1186 3912 72 33 627 146 95 399 117 2183 NA
63 192 977 395 1174 4397 41 31 555 149 88 412 86 2085 NA
68 205 977 434 1138 4023 69 25 517 82 88 343 83 2200 NA
